UCASSNAME,bb0,bb1,bb2,bb3,bb4,bb5,bb6,bb7,bb8,bb9,bb10,bb11,bb12,bb13,bb14,bb15,GSC,ID
UCASS I,10,92,208,328,451,578,708,842,979,1119,1263,1411,1562,1716,1874,4095,1.00,1
UCASSNAME,bb0,bb1,bb2,bb3,bb4,bb5,bb6,bb7,bb8,bb9,bb10,bb11,bb12,bb13,bb14,bb15,GSC,ID
UCASS J,33,72,126,193,289,418,583,788,1040,1345,1691,2079,2483,2916,3398,4095,1.00,3
GPS_fix,GPS_satellites,GPS_PDOP,GPS_HDOP,GPS_VDOP,GPS_Date,GPS_Time[UTC],GPS_Time_dec[UTC],GPS_Longitude,GPS_Latitude,GPS_Altitude[m],temp,hum,UCASS_ID,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b1tof,b3tof,b5tof,b7tof,period,csum,glitch,longtof,rejrat,UCASS_ID.1,b0.1,b1.1,b2.1,b3.1,b4.1,b5.1,b6.1,b7.1,b8.1,b9.1,b10.1,b11.1,b12.1,b13.1,b14.1,b15.1,b1tof.1,b3tof.1,b5tof.1,b7tof.1,period.1,csum.1,glitch.1,longtof.1,rejrat.1,AP_Alt(m),AP_BaroAlt(m),AP_BaroTemp,AP_BaroPressure,AP_airSpeed(cm/s),AP_velX(m/s),AP_velY(m/s),AP_velZ(m/s),AP_SOG(m/s),AP_COG(deg),AP_heading(deg)
1,4,1.42,4.84,4.84,10/07/26,06:55:28,65528.0,333809650,351414350,177.1,54.22,73.56,1,0,146,4,0,1,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,19824,151,51,13,76,3,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,38596,33,22,12,20,0,0,0,0,0,0,0,0,0,0,0
1,4,1.42,4.84,4.84,10/07/26,06:55:29,65529.0,333809583,351414350,176.8,80.89,66.75,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,32375,5,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32375,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1.42,4.85,4.85,10/07/26,06:55:30,65530.0,333809416,351414383,176.3,70.78,51.64,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,32381,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,4,1.42,4.85,4.85,10/07/26,06:55:31,65531.0,333809266,351414433,174.7,139.3,154.69,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,32378,5,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,4,1.42,4.85,4.85,10/07/26,06:55:32,65532.0,333809266,351414433,172.8,163.03,138.21,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,32381,2,3,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32382,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1.42,4.85,4.85,10/07/26,06:55:33,65533.0,333809200,351414466,172.8,146.75,107.48,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,32380,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1.4,2.78,2.78,10/07/26,06:55:34,65534.0,333809216,351414483,172.1,111.79,72.95,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,32380,5,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1.4,2.78,2.78,10/07/26,06:55:35,65535.0,333809233,351414500,172.8,96.64,74.52,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,32378,8,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1.4,2.78,2.78,10/07/26,06:55:36,65536.0,333809300,351414483,174.0,91.4,85.56,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,193,221,0,0,32380,5,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,1.4,2.78,2.78,10/07/26,06:55:37,65537.0,333809316,351414500,176.1,95.19,85.48,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,32382,3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1.4,2.78,2.78,10/07/26,06:55:38,65538.0,333809333,351414500,176.2,73.16,78.23,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,32378,6,1,1,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,32378,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1.4,2.78,2.78,10/07/26,06:55:39,65539.0,333809366,351414516,176.5,61.96,194.93,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,32382,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1.4,2.78,2.78,10/07/26,06:55:40,65540.0,333809400,351414533,176.7,236.67,253.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,1.4,2.78,2.78,10/07/26,06:55:41,65541.0,333809550,351414533,177.3,237.99,115.77,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,32379,4,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,32379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.69,2.69,10/07/26,06:55:42,65542.0,333809616,351414533,177.6,222.32,111.75,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,32379,3,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.69,2.69,10/07/26,06:55:43,65543.0,333809666,351414516,178.3,147.44,67.27,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,32379,2,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.69,2.69,10/07/26,06:55:44,65544.0,333809683,351414500,179.8,150.5,127.25,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,32382,4,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,32381,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.7,2.7,10/07/26,06:55:45,65545.0,333809683,351414433,180.0,99.1,73.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,32380,1,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.7,2.7,10/07/26,06:55:46,65546.0,333809650,351414383,180.9,76.46,78.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.7,2.7,10/07/26,06:55:47,65547.0,333809650,351414366,180.8,106.43,77.91,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,32381,3,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.7,2.7,10/07/26,06:55:48,65548.0,333809650,351414366,181.7,99.62,118.88,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,32380,2,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,32380,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.7,2.7,10/07/26,06:55:49,65549.0,333809650,351414366,182.1,104.78,59.3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,32378,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.7,2.7,10/07/26,06:55:50,65550.0,333809633,351414350,182.4,78.63,58.77,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,32381,3,0,0,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.7,2.7,10/07/26,06:55:51,65551.0,333809633,351414350,182.3,72.47,61.67,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,32381,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.7,2.7,10/07/26,06:55:52,65552.0,333809666,351414333,182.9,45.16,71.18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,32378,1,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.7,2.7,10/07/26,06:55:53,65553.0,333809683,351414316,183.8,264.86,282.99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,32381,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.3,2.7,2.7,10/07/26,06:55:54,65554.0,333809716,351414316,184.6,108.24,166.13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,32379,1,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.31,2.7,2.7,10/07/26,06:55:55,65555.0,333809716,351414316,185.1,108.04,92.81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,32381,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,6,1.31,2.7,2.7,10/07/26,06:55:56,65556.0,333809733,351414316,185.4,205.41,94.83,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,32378,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.31,2.7,2.7,10/07/26,06:55:57,65557.0,333809750,351414300,186.1,224.58,164.64,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32382,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
1,6,1.31,2.7,2.7,10/07/26,06:55:58,65558.0,333809800,351414283,186.5,50.64,208.55,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,32378,4,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,6,1.31,2.7,2.7,10/07/26,06:55:59,65559.0,333809783,351414266,187.6,48.91,43.3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,32382,2,2,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.31,2.7,2.7,10/07/26,06:56:00,65600.0,333809883,351414233,188.0,161.7,129.51,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,32378,4,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,6,1.31,2.7,2.7,10/07/26,06:56:01,65601.0,333809933,351414233,190.1,132.69,94.34,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,32380,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:02,65602.0,333809950,351414250,189.6,94.1,74.2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,32380,3,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:03,65603.0,333809950,351414250,188.2,43.43,45.8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,32380,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:04,65604.0,333809933,351414250,187.8,77.47,74.2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,32380,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:05,65605.0,333809933,351414250,187.0,86.61,51.4,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,32379,13,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:06,65606.0,333809933,351414250,186.6,92.85,70.98,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,32379,13,0,0,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,32380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:07,65607.0,333809933,351414233,186.6,94.51,66.51,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,32381,8,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:08,65608.0,333809933,351414233,186.7,72.71,47.33,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,32380,9,1,1,7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,32380,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:09,65609.0,333809933,351414233,186.7,64.17,74.48,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,32379,18,0,0,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:10,65610.0,333809950,351414200,186.8,90.32,71.42,1,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,160,200,0,0,32381,16,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:11,65611.0,333810016,351414150,187.4,77.43,51.52,1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,161,0,0,0,32380,19,1,1,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:12,65612.0,333810016,351414116,188.4,83.15,64.65,1,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157,178,0,0,32379,20,1,1,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,32379,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:13,65613.0,333810033,351414116,188.9,74.36,63.81,1,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,32381,20,2,1,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,32381,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:14,65614.0,333810016,351414100,189.4,75.41,76.34,1,0,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,163,0,0,197,32379,25,0,0,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:15,65615.0,333810033,351414083,189.9,87.62,57.81,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,32379,11,0,0,9,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,32379,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.12,2.12,10/07/26,06:56:16,65616.0,333810050,351414066,190.6,84.03,67.15,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,32380,4,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,32380,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.13,2.13,10/07/26,06:56:17,65617.0,333810066,351414050,191.2,87.46,57.56,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,32380,9,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.13,2.13,10/07/26,06:56:18,65618.0,333810083,351414033,191.9,86.33,61.31,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,32381,14,1,1,12,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,7,1.29,2.13,2.13,10/07/26,06:56:19,65619.0,333810066,351414016,192.4,84.15,65.86,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,151,0,0,0,32380,18,2,2,10,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,243,255,0,0,32379,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1,9,0.94,1.48,1.48,10/07/26,06:56:20,65620.0,333810050,351414000,192.2,85.08,80.12,1,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,32377,15,0,0,15,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,32378,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,9,1.02,1.48,1.48,10/07/26,06:56:21,65621.0,333810050,351413966,192.2,109.73,68.44,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,32381,13,0,0,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32382,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0.94,1.48,1.48,10/07/26,06:56:22,65622.0,333810066,351413950,192.3,87.13,68.48,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,32380,19,3,3,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1,9,1.03,1.72,1.72,10/07/26,06:56:23,65623.0,333810083,351413950,192.5,99.74,76.18,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,32379,17,0,0,11,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,32379,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1,9,1.07,2.18,2.18,10/07/26,06:56:24,65624.0,333810083,351413933,192.6,93.14,38.63,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,32379,12,1,1,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,9,1.03,1.72,1.72,10/07/26,06:56:25,65625.0,333810083,351413916,192.5,86.17,63.41,1,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,160,181,0,0,32380,12,0,0,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:26,65626.0,333810066,351413916,192.5,80.85,47.82,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,32382,12,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:27,65627.0,333810066,351413916,192.4,75.98,86.0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,32379,14,2,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:28,65628.0,333810066,351413900,192.2,72.51,42.14,1,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,151,178,0,0,32382,12,1,1,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32382,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:29,65629.0,333810083,351413900,192.1,72.03,50.76,1,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150,0,0,190,32377,17,2,2,6,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,32378,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:30,65630.0,333810083,351413900,191.8,61.55,65.94,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,32380,13,1,1,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:31,65631.0,333810083,351413900,191.8,65.34,57.48,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,32379,19,2,2,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:32,65632.0,333810083,351413883,191.8,70.98,69.29,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,32380,13,1,1,5,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,32380,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:33,65633.0,333810066,351413883,191.7,94.75,48.14,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,32382,19,0,0,11,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,32381,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:34,65634.0,333810050,351413866,191.6,87.21,65.18,1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,32379,22,1,0,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32379,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:35,65635.0,333810050,351413866,191.4,95.79,71.06,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,32380,15,0,0,12,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252,0,0,0,32380,7,1,1,5,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:36,65636.0,333810066,351413850,191.4,88.95,67.51,1,0,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,160,0,0,0,32381,16,1,1,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32381,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:37,65637.0,333810083,351413833,191.5,74.69,62.12,1,0,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,154,186,0,0,32378,20,1,1,9,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32378,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1,10,0.97,1.61,1.61,10/07/26,06:56:38,65638.0,333810083,351413833,191.6,56.64,55.71,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,32380,13,0,0,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1,10,0.85,1.39,1.39,10/07/26,06:56:39,65639.0,333810100,351413816,191.7,67.76,63.41,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,32380,17,0,0,18,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1,10,0.74,1.28,1.28,10/07/26,06:56:40,65640.0,333810100,351413816,191.7,86.93,49.63,1,0,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,155,181,0,0,32379,27,2,2,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32380,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0
