Diameter_um,dN_dlnDp
0.3349626844888845,103.93443691297134
0.417025179095939,23.28074331254917
0.5188785985179963,7.387617379200573
0.6461106716345119,2.6051508687134133
0.8041996020889342,1.4171835131514172
1.0009740256370292,1.5401902454519525
1.246493882857032,0.8476394291055676
1.5521636511656882,1.0466536046213761
1.9324057544936053,0.7470316237909361
2.4060049875260026,0.4139732166227546
2.9959898197423835,0.2500825587115038
3.73008927507104,0.18003439800630872
4.644080533324115,0.1264279079000928
5.781788823538958,0.08885401314061935
7.198224225460054,0.04875433084792863
8.962142600963231,0.04955599614156357
