Dp_um,dN_dlnDp_cm3,dV_dlnDp_um3_cm3,dM_dlnDp_ug_m3
4.069004792329446,0.2597302414015682,9.161904183054897,23.820950875942735
4.496398558846847,0.18072472397578912,8.602220929078927,22.36577441560521
5.417970099585268,0.09835637545898258,8.190510101254565,21.29532626326187
6.685506712284417,0.055389790368125996,8.666252357097017,22.532256128452246
8.268978171455045,0.030036292128646253,8.892020971571764,23.119254526086586
10.772854774849607,0.02563467532867055,16.78103949678055,43.63070269162943
13.835259303677686,0.00873624209676075,12.113933702538546,31.49622762660022
17.414821273846023,0.004053883087230047,11.210549665387576,29.1474291300077
23.11955881932006,0.0038772089968764686,25.08744660998917,65.22736118597184
28.16814512885078,0.0010631052315268766,12.440837761904895,32.34617818095273
30.822173836379548,0.0011891690835309173,18.231904134884886,47.402950750700704
33.4058677480469,0.0,0.0,0.0
35.530071770262445,0.0,0.0,0.0
40.3981039159018,0.0,0.0,0.0
48.99905305207439,0.0009918735788148787,61.09673541037041,158.85151206696307
