Timestamp,UCASS1_counts,UCASS2_counts,UCASS6_counts,n_common_seconds,WS_ms_Avg,wind_class,wind_threshold_ms
2026-07-02 06:50:00,7.0,57.0,19.0,300,0.8065666666666667,low,2.0
2026-07-02 06:55:00,2.0,32.0,6.0,300,0.9410999999999999,low,2.0
2026-07-02 07:00:00,2.0,29.0,12.0,300,1.5166000000000002,low,2.0
2026-07-02 07:05:00,2.0,19.0,5.0,300,0.7870666666666667,low,2.0
2026-07-02 07:10:00,1.0,41.0,16.0,300,1.3291666666666666,low,2.0
2026-07-02 07:15:00,1.0,27.0,5.0,300,1.4533666666666667,low,2.0
2026-07-02 07:40:00,0.0,5.0,0.0,300,0.6050333333333333,low,2.0
2026-07-02 07:45:00,1.0,24.0,6.0,300,1.1776,low,2.0
2026-07-02 07:50:00,0.0,29.0,5.0,300,1.4903,low,2.0
2026-07-02 07:55:00,3.0,39.0,9.0,300,1.8142333333333334,low,2.0
2026-07-02 08:00:00,2.0,33.0,10.0,300,1.6132,low,2.0
2026-07-02 08:05:00,2.0,17.0,5.0,300,1.9621,low,2.0
2026-07-02 08:10:00,3.0,13.0,9.0,300,1.2456666666666667,low,2.0
2026-07-02 08:15:00,0.0,6.0,3.0,300,0.9856333333333334,low,2.0
2026-07-02 08:20:00,3.0,11.0,3.0,300,1.2282666666666666,low,2.0
2026-07-02 08:25:00,2.0,21.0,5.0,300,1.3235000000000001,low,2.0
2026-07-02 08:30:00,13.0,40.0,32.0,300,1.0970666666666666,low,2.0
2026-07-02 08:35:00,2.0,24.0,8.0,300,1.8533333333333333,low,2.0
2026-07-02 08:40:00,5.0,15.0,4.0,300,1.6045666666666667,low,2.0
2026-07-02 08:45:00,0.0,5.0,2.0,300,0.7806333333333333,low,2.0
2026-07-02 08:50:00,0.0,26.0,6.0,300,1.4875,low,2.0
2026-07-02 08:55:00,0.0,34.0,8.0,300,2.1720333333333333,high,2.0
2026-07-02 09:00:00,0.0,2.0,1.0,300,1.1444333333333332,low,2.0
2026-07-02 09:05:00,0.0,26.0,7.0,300,1.9495,low,2.0
2026-07-02 09:10:00,0.0,24.0,8.0,300,2.310766666666667,high,2.0
2026-07-02 09:15:00,0.0,31.0,11.0,300,3.009533333333333,high,2.0
2026-07-02 09:20:00,0.0,17.0,4.0,300,1.7124666666666668,low,2.0
2026-07-02 09:25:00,0.0,9.0,2.0,300,0.9498,low,2.0
2026-07-02 09:30:00,0.0,26.0,6.0,300,1.4331666666666667,low,2.0
2026-07-02 09:35:00,0.0,18.0,14.0,300,2.675533333333333,high,2.0
2026-07-02 09:40:00,0.0,19.0,4.0,300,1.6933,low,2.0
2026-07-02 09:45:00,0.0,8.0,4.0,300,1.0083666666666666,low,2.0
2026-07-02 09:50:00,0.0,28.0,7.0,300,1.7077333333333335,low,2.0
2026-07-02 09:55:00,0.0,32.0,17.0,300,2.4218333333333333,high,2.0
2026-07-02 10:00:00,0.0,39.0,5.0,300,2.5604666666666667,high,2.0
2026-07-02 10:05:00,0.0,10.0,7.0,300,1.6641666666666666,low,2.0
2026-07-02 10:10:00,0.0,14.0,3.0,300,1.0986666666666667,low,2.0
2026-07-02 10:15:00,0.0,14.0,10.0,300,0.9262333333333334,low,2.0
2026-07-02 10:20:00,0.0,36.0,9.0,300,2.0044333333333335,high,2.0
2026-07-02 10:25:00,0.0,17.0,8.0,300,1.2703666666666666,low,2.0
2026-07-02 10:30:00,0.0,9.0,2.0,300,1.1204999999999998,low,2.0
2026-07-02 10:35:00,0.0,18.0,5.0,300,1.3655333333333335,low,2.0
2026-07-02 10:40:00,0.0,16.0,6.0,300,1.3313333333333333,low,2.0
2026-07-02 10:45:00,0.0,18.0,3.0,300,1.2790333333333332,low,2.0
2026-07-02 10:50:00,0.0,14.0,10.0,300,1.3493333333333333,low,2.0
