Timestamp,WS_ms,variable
2026-07-09 10:31:37,6.88,WS_ms
2026-07-09 10:31:39,6.87,WS_ms
2026-07-09 10:38:19,6.71,WS_ms
2026-07-09 10:38:20,7.05,WS_ms
2026-07-09 10:52:28,7.72,WS_ms
2026-07-09 10:52:29,7.33,WS_ms
2026-07-09 10:52:30,7.13,WS_ms
2026-07-09 10:52:36,7.03,WS_ms
2026-07-09 11:15:39,7.46,WS_ms
2026-07-09 11:16:01,6.71,WS_ms
2026-07-09 11:16:02,7.25,WS_ms
2026-07-09 11:16:03,6.88,WS_ms
2026-07-09 11:16:08,6.97,WS_ms
2026-07-09 11:16:09,6.62,WS_ms
2026-07-09 11:16:10,7.07,WS_ms
2026-07-09 11:16:11,6.99,WS_ms
2026-07-09 11:16:12,6.67,WS_ms
2026-07-09 11:17:35,6.65,WS_ms
2026-07-09 11:17:52,6.62,WS_ms
2026-07-09 11:19:15,6.9,WS_ms
2026-07-09 11:24:14,6.96,WS_ms
2026-07-09 11:24:15,6.93,WS_ms
2026-07-09 11:24:16,6.95,WS_ms
2026-07-09 11:24:18,6.72,WS_ms
2026-07-09 11:24:19,7.72,WS_ms
2026-07-09 11:24:20,7.92,WS_ms
2026-07-09 11:24:21,7.58,WS_ms
2026-07-09 11:24:22,8.21,WS_ms
2026-07-09 11:24:23,6.62,WS_ms
2026-07-09 11:24:27,7.17,WS_ms
2026-07-09 11:24:28,7.11,WS_ms
2026-07-09 11:24:38,7.6,WS_ms
2026-07-09 11:24:39,7.36,WS_ms
2026-07-09 11:24:41,6.76,WS_ms
2026-07-09 11:24:42,7.74,WS_ms
2026-07-09 11:24:43,7.56,WS_ms
2026-07-09 11:24:44,6.72,WS_ms
2026-07-09 11:24:47,6.92,WS_ms
2026-07-09 11:24:50,8.2,WS_ms
2026-07-09 11:24:59,7.27,WS_ms
2026-07-09 11:25:01,7.54,WS_ms
2026-07-09 11:25:02,7.74,WS_ms
2026-07-09 11:25:03,7.13,WS_ms
2026-07-09 11:25:04,7.37,WS_ms
2026-07-09 11:25:05,7.5,WS_ms
2026-07-09 11:25:07,8.18,WS_ms
2026-07-09 11:25:08,7.85,WS_ms
2026-07-09 11:25:09,6.96,WS_ms
2026-07-09 11:25:10,6.61,WS_ms
2026-07-09 11:25:12,6.97,WS_ms
2026-07-09 11:25:14,6.9,WS_ms
2026-07-09 11:25:15,6.76,WS_ms
2026-07-09 11:25:16,7.38,WS_ms
2026-07-09 11:25:17,8.02,WS_ms
2026-07-09 11:25:18,7.58,WS_ms
2026-07-09 11:25:19,6.83,WS_ms
2026-07-09 11:25:20,6.75,WS_ms
2026-07-09 11:25:21,6.74,WS_ms
2026-07-09 11:25:22,6.74,WS_ms
2026-07-09 11:25:23,6.67,WS_ms
2026-07-09 11:28:52,6.6,WS_ms
2026-07-09 11:29:45,6.91,WS_ms
2026-07-09 11:29:46,7.66,WS_ms
2026-07-09 11:29:47,6.76,WS_ms
2026-07-09 11:29:50,7.06,WS_ms
2026-07-09 11:29:51,7.3,WS_ms
2026-07-09 11:29:54,6.72,WS_ms
2026-07-09 11:29:56,6.77,WS_ms
2026-07-09 11:30:06,6.58,WS_ms
2026-07-09 11:30:12,7.2,WS_ms
2026-07-09 11:30:13,7.64,WS_ms
2026-07-09 11:30:15,6.58,WS_ms
2026-07-09 11:37:37,6.62,WS_ms
2026-07-09 11:38:10,8.34,WS_ms
2026-07-09 11:38:17,8.27,WS_ms
2026-07-09 11:38:18,7.02,WS_ms
2026-07-09 11:38:19,7.15,WS_ms
2026-07-09 11:38:21,6.92,WS_ms
2026-07-09 11:38:26,6.84,WS_ms
2026-07-09 11:45:32,7.39,WS_ms
2026-07-09 11:45:33,6.84,WS_ms
2026-07-09 11:45:43,6.81,WS_ms
2026-07-09 11:46:15,6.85,WS_ms
2026-07-09 11:55:47,6.82,WS_ms
2026-07-09 11:55:53,7.38,WS_ms
2026-07-09 11:56:02,6.66,WS_ms
2026-07-09 11:56:03,6.98,WS_ms
2026-07-09 11:56:14,7.25,WS_ms
2026-07-09 11:56:15,6.88,WS_ms
2026-07-09 11:56:18,7.09,WS_ms
2026-07-09 11:56:36,7.13,WS_ms
2026-07-09 11:56:53,8.81,WS_ms
2026-07-09 11:56:54,9.18,WS_ms
2026-07-09 11:56:55,7.4,WS_ms
2026-07-09 11:56:56,7.92,WS_ms
2026-07-09 11:56:57,8.43,WS_ms
2026-07-09 11:56:58,7.72,WS_ms
2026-07-09 11:58:14,7.28,WS_ms
2026-07-09 11:58:26,7.08,WS_ms
2026-07-09 11:58:27,7.1,WS_ms
2026-07-09 11:58:32,6.64,WS_ms
2026-07-09 11:58:43,6.6,WS_ms
2026-07-09 11:59:05,7.31,WS_ms
2026-07-09 11:59:06,7.29,WS_ms
2026-07-09 11:59:07,7.41,WS_ms
2026-07-09 11:59:08,7.9,WS_ms
2026-07-09 11:59:18,6.71,WS_ms
2026-07-09 11:59:23,6.7,WS_ms
2026-07-09 11:59:24,6.71,WS_ms
2026-07-09 12:01:14,8.65,WS_ms
2026-07-09 12:01:15,12.16,WS_ms
2026-07-09 12:01:16,10.23,WS_ms
2026-07-09 12:01:17,10.25,WS_ms
2026-07-09 12:01:18,8.97,WS_ms
2026-07-09 12:01:19,10.47,WS_ms
2026-07-09 12:01:20,8.89,WS_ms
2026-07-09 12:01:21,9.67,WS_ms
2026-07-09 12:01:22,6.72,WS_ms
2026-07-09 12:01:25,8.51,WS_ms
2026-07-09 12:01:26,10.17,WS_ms
2026-07-09 12:01:27,9.82,WS_ms
2026-07-09 12:01:28,10.04,WS_ms
2026-07-09 12:01:29,9.26,WS_ms
2026-07-09 12:01:30,8.1,WS_ms
2026-07-09 12:01:31,8.51,WS_ms
2026-07-09 12:01:32,8.64,WS_ms
2026-07-09 12:01:33,8.11,WS_ms
2026-07-09 12:01:34,8.83,WS_ms
2026-07-09 12:01:35,7.58,WS_ms
2026-07-09 12:01:42,6.66,WS_ms
2026-07-09 12:01:43,7.25,WS_ms
2026-07-09 12:01:44,7.38,WS_ms
2026-07-09 12:01:51,7.37,WS_ms
2026-07-09 12:01:52,6.89,WS_ms
2026-07-09 12:01:53,7.06,WS_ms
2026-07-09 12:01:56,6.72,WS_ms
2026-07-09 12:01:58,6.71,WS_ms
2026-07-09 12:02:00,7.64,WS_ms
2026-07-09 12:02:02,6.63,WS_ms
2026-07-09 12:02:05,7.71,WS_ms
2026-07-09 12:02:06,9.74,WS_ms
2026-07-09 12:02:07,11.58,WS_ms
2026-07-09 12:02:08,9.5,WS_ms
2026-07-09 12:02:09,7.75,WS_ms
2026-07-09 12:02:10,7.34,WS_ms
2026-07-09 12:02:11,8.39,WS_ms
2026-07-09 12:02:17,7.19,WS_ms
2026-07-09 12:02:18,8.14,WS_ms
2026-07-09 12:02:19,7.64,WS_ms
2026-07-09 12:02:20,7.04,WS_ms
2026-07-09 12:02:43,7.07,WS_ms
2026-07-09 12:02:53,6.64,WS_ms
2026-07-09 12:02:57,6.65,WS_ms
2026-07-09 12:03:33,7.82,WS_ms
2026-07-09 12:03:35,8.15,WS_ms
2026-07-09 12:03:38,10.75,WS_ms
2026-07-09 12:03:39,9.45,WS_ms
2026-07-09 12:03:40,7.99,WS_ms
2026-07-09 12:03:43,9.14,WS_ms
2026-07-09 12:03:44,9.85,WS_ms
2026-07-09 12:03:45,9.81,WS_ms
2026-07-09 12:03:46,10.56,WS_ms
2026-07-09 12:03:47,9.54,WS_ms
2026-07-09 12:03:48,8.97,WS_ms
2026-07-09 12:03:49,9.69,WS_ms
2026-07-09 12:03:50,8.68,WS_ms
2026-07-09 12:03:52,7.84,WS_ms
2026-07-09 12:03:53,7.49,WS_ms
2026-07-09 12:03:54,8.7,WS_ms
2026-07-09 12:03:55,7.51,WS_ms
2026-07-09 12:03:56,9.26,WS_ms
2026-07-09 12:03:57,8.37,WS_ms
2026-07-09 12:03:58,9.14,WS_ms
2026-07-09 12:03:59,8.5,WS_ms
2026-07-09 12:04:00,8.8,WS_ms
2026-07-09 12:04:01,8.33,WS_ms
2026-07-09 12:04:02,10.72,WS_ms
2026-07-09 12:04:03,9.46,WS_ms
2026-07-09 12:04:04,8.83,WS_ms
2026-07-09 12:04:07,7.34,WS_ms
2026-07-09 12:04:08,8.58,WS_ms
2026-07-09 12:04:09,8.21,WS_ms
2026-07-09 12:04:10,9.85,WS_ms
2026-07-09 12:04:11,9.2,WS_ms
2026-07-09 12:04:12,7.07,WS_ms
2026-07-09 12:04:14,6.65,WS_ms
2026-07-09 12:04:15,7.66,WS_ms
2026-07-09 12:04:17,6.64,WS_ms
2026-07-09 12:04:18,7.91,WS_ms
2026-07-09 12:04:19,8.48,WS_ms
2026-07-09 12:04:20,7.47,WS_ms
2026-07-09 12:04:21,6.73,WS_ms
2026-07-09 12:04:22,7.55,WS_ms
2026-07-09 12:04:23,7.77,WS_ms
2026-07-09 12:04:24,7.08,WS_ms
2026-07-09 12:04:58,6.64,WS_ms
2026-07-09 12:05:10,7.75,WS_ms
2026-07-09 12:05:13,7.87,WS_ms
2026-07-09 12:05:14,7.78,WS_ms
2026-07-09 12:05:15,7.81,WS_ms
2026-07-09 12:05:16,8.55,WS_ms
2026-07-09 12:05:17,6.96,WS_ms
2026-07-09 12:05:20,7.69,WS_ms
2026-07-09 12:05:21,7.33,WS_ms
2026-07-09 12:05:22,7.07,WS_ms
2026-07-09 12:05:25,7.52,WS_ms
2026-07-09 12:05:26,7.12,WS_ms
2026-07-09 12:05:27,7.59,WS_ms
2026-07-09 12:05:33,7.51,WS_ms
2026-07-09 12:05:36,8.05,WS_ms
2026-07-09 12:05:37,6.63,WS_ms
2026-07-09 12:05:48,6.99,WS_ms
2026-07-09 12:05:50,6.58,WS_ms
2026-07-09 12:05:55,6.75,WS_ms
2026-07-09 12:05:56,7.17,WS_ms
2026-07-09 12:05:57,7.66,WS_ms
2026-07-09 12:05:58,7.64,WS_ms
2026-07-09 12:05:59,7.11,WS_ms
2026-07-09 12:06:00,7.29,WS_ms
2026-07-09 12:06:01,7.18,WS_ms
2026-07-09 12:06:02,7.28,WS_ms
2026-07-09 12:06:03,8.44,WS_ms
2026-07-09 12:06:04,6.84,WS_ms
2026-07-09 12:06:05,6.88,WS_ms
2026-07-09 12:06:06,7.67,WS_ms
2026-07-09 12:06:07,7.24,WS_ms
2026-07-09 12:06:13,6.8,WS_ms
2026-07-09 12:06:14,6.74,WS_ms
2026-07-09 12:06:28,6.77,WS_ms
2026-07-09 12:06:30,6.94,WS_ms
2026-07-09 12:06:34,6.92,WS_ms
2026-07-09 12:06:36,8.65,WS_ms
2026-07-09 12:06:37,8.44,WS_ms
2026-07-09 12:06:39,7.12,WS_ms
2026-07-09 12:06:40,8.28,WS_ms
2026-07-09 12:06:42,6.73,WS_ms
2026-07-09 12:06:44,6.77,WS_ms
2026-07-09 12:06:45,6.72,WS_ms
2026-07-09 12:06:46,7.32,WS_ms
2026-07-09 12:06:47,6.65,WS_ms
2026-07-09 12:06:52,6.95,WS_ms
2026-07-09 12:06:53,7.11,WS_ms
2026-07-09 12:06:54,6.75,WS_ms
2026-07-09 12:06:55,6.92,WS_ms
2026-07-09 12:06:56,6.88,WS_ms
2026-07-09 12:06:57,6.65,WS_ms
2026-07-09 12:06:58,6.64,WS_ms
2026-07-09 12:07:01,6.58,WS_ms
2026-07-09 12:07:03,9.69,WS_ms
2026-07-09 12:07:04,8.74,WS_ms
2026-07-09 12:07:05,8.45,WS_ms
2026-07-09 12:07:06,8.85,WS_ms
2026-07-09 12:07:07,8.51,WS_ms
2026-07-09 12:07:08,8.82,WS_ms
2026-07-09 12:07:10,6.86,WS_ms
2026-07-09 12:07:11,9.23,WS_ms
2026-07-09 12:07:12,9.67,WS_ms
2026-07-09 12:07:13,8.32,WS_ms
2026-07-09 12:07:14,8.5,WS_ms
2026-07-09 12:07:15,7.53,WS_ms
2026-07-09 12:07:16,8.09,WS_ms
2026-07-09 12:07:17,8.07,WS_ms
2026-07-09 12:07:18,6.61,WS_ms
2026-07-09 12:07:20,6.63,WS_ms
2026-07-09 12:07:22,7.31,WS_ms
2026-07-09 12:07:23,8.42,WS_ms
2026-07-09 12:07:24,8.74,WS_ms
2026-07-09 12:07:25,9.02,WS_ms
2026-07-09 12:07:26,8.95,WS_ms
2026-07-09 12:07:27,8.67,WS_ms
2026-07-09 12:07:28,8.37,WS_ms
2026-07-09 12:07:29,8.89,WS_ms
2026-07-09 12:07:30,7.62,WS_ms
2026-07-09 12:07:31,7.89,WS_ms
2026-07-09 12:07:33,7.98,WS_ms
2026-07-09 12:07:34,8.22,WS_ms
2026-07-09 12:07:35,9.7,WS_ms
2026-07-09 12:07:36,9.99,WS_ms
2026-07-09 12:07:37,8.6,WS_ms
2026-07-09 12:07:38,7.76,WS_ms
2026-07-09 12:07:40,7.03,WS_ms
2026-07-09 12:07:41,7.0,WS_ms
2026-07-09 12:07:48,7.13,WS_ms
2026-07-09 12:07:51,7.73,WS_ms
2026-07-09 12:07:52,8.34,WS_ms
2026-07-09 12:07:53,8.6,WS_ms
2026-07-09 12:07:58,8.42,WS_ms
2026-07-09 12:07:59,9.67,WS_ms
2026-07-09 12:08:00,6.98,WS_ms
2026-07-09 12:08:01,7.95,WS_ms
2026-07-09 12:08:02,9.81,WS_ms
2026-07-09 12:08:03,10.22,WS_ms
2026-07-09 12:08:04,11.27,WS_ms
2026-07-09 12:08:05,10.04,WS_ms
2026-07-09 12:08:06,9.52,WS_ms
2026-07-09 12:08:07,9.14,WS_ms
2026-07-09 12:08:08,8.59,WS_ms
2026-07-09 12:08:09,8.56,WS_ms
2026-07-09 12:08:10,8.22,WS_ms
2026-07-09 12:08:11,7.65,WS_ms
2026-07-09 12:08:12,6.89,WS_ms
2026-07-09 12:08:14,7.3,WS_ms
2026-07-09 12:08:15,7.56,WS_ms
2026-07-09 12:08:19,7.5,WS_ms
2026-07-09 12:08:27,6.6,WS_ms
2026-07-09 12:08:30,7.13,WS_ms
2026-07-09 12:08:31,7.87,WS_ms
2026-07-09 12:08:33,6.75,WS_ms
2026-07-09 12:08:38,7.19,WS_ms
2026-07-09 12:08:40,6.92,WS_ms
2026-07-09 12:08:48,7.12,WS_ms
2026-07-09 12:08:51,7.3,WS_ms
2026-07-09 12:08:52,6.97,WS_ms
2026-07-09 12:08:54,6.82,WS_ms
2026-07-09 12:09:15,6.84,WS_ms
2026-07-09 12:09:52,6.59,WS_ms
2026-07-09 12:09:53,6.69,WS_ms
2026-07-09 12:09:55,6.95,WS_ms
2026-07-09 12:09:56,7.21,WS_ms
2026-07-09 12:09:57,7.09,WS_ms
2026-07-09 12:09:58,7.59,WS_ms
2026-07-09 12:09:59,6.69,WS_ms
2026-07-09 12:10:00,7.78,WS_ms
2026-07-09 12:10:02,7.06,WS_ms
2026-07-09 12:10:30,6.83,WS_ms
2026-07-09 12:10:36,7.39,WS_ms
2026-07-09 12:11:32,7.08,WS_ms
2026-07-09 12:11:33,7.34,WS_ms
2026-07-09 12:11:34,7.42,WS_ms
2026-07-09 12:12:32,7.12,WS_ms
2026-07-09 12:12:35,7.04,WS_ms
2026-07-09 12:12:36,7.46,WS_ms
2026-07-09 12:12:37,6.83,WS_ms
2026-07-09 12:12:38,7.15,WS_ms
2026-07-09 12:12:39,6.79,WS_ms
2026-07-09 12:12:42,7.49,WS_ms
2026-07-09 12:12:43,8.07,WS_ms
2026-07-09 12:12:53,7.55,WS_ms
2026-07-09 12:12:54,7.51,WS_ms
2026-07-09 12:12:55,6.83,WS_ms
2026-07-09 12:12:58,6.9,WS_ms
2026-07-09 12:12:59,7.9,WS_ms
2026-07-09 12:13:03,6.58,WS_ms
2026-07-09 12:13:22,6.61,WS_ms
2026-07-09 12:13:23,6.86,WS_ms
2026-07-09 12:14:34,7.12,WS_ms
2026-07-09 12:14:35,7.79,WS_ms
2026-07-09 12:14:38,7.4,WS_ms
2026-07-09 12:14:39,8.65,WS_ms
2026-07-09 12:14:40,8.22,WS_ms
2026-07-09 12:14:41,7.31,WS_ms
2026-07-09 12:14:42,7.38,WS_ms
2026-07-09 12:14:44,7.47,WS_ms
2026-07-09 12:14:45,7.6,WS_ms
2026-07-09 12:14:50,6.84,WS_ms
2026-07-09 12:15:38,7.7,WS_ms
2026-07-09 12:15:40,8.32,WS_ms
2026-07-09 12:15:42,6.87,WS_ms
2026-07-09 12:15:49,7.28,WS_ms
2026-07-09 12:16:10,6.74,WS_ms
2026-07-09 12:18:41,6.84,WS_ms
2026-07-09 12:19:13,6.58,WS_ms
2026-07-09 12:19:14,7.81,WS_ms
2026-07-09 12:19:17,7.26,WS_ms
2026-07-09 12:19:19,7.38,WS_ms
2026-07-09 12:19:20,6.88,WS_ms
2026-07-09 12:19:21,6.71,WS_ms
2026-07-09 12:19:22,7.28,WS_ms
2026-07-09 12:19:24,7.44,WS_ms
2026-07-09 12:19:25,8.66,WS_ms
2026-07-09 12:19:26,6.63,WS_ms
2026-07-09 12:19:27,6.88,WS_ms
2026-07-09 12:19:30,6.98,WS_ms
2026-07-09 12:19:31,6.83,WS_ms
2026-07-09 12:19:32,7.53,WS_ms
2026-07-09 12:19:34,7.79,WS_ms
2026-07-09 12:19:38,6.63,WS_ms
2026-07-09 12:19:39,7.0,WS_ms
2026-07-09 12:19:53,6.73,WS_ms
2026-07-09 12:19:54,8.76,WS_ms
2026-07-09 12:19:55,10.45,WS_ms
2026-07-09 12:19:56,10.79,WS_ms
2026-07-09 12:19:57,10.52,WS_ms
2026-07-09 12:19:58,9.37,WS_ms
2026-07-09 12:19:59,7.84,WS_ms
2026-07-09 12:20:00,8.72,WS_ms
2026-07-09 12:20:01,9.38,WS_ms
2026-07-09 12:20:02,9.87,WS_ms
2026-07-09 12:20:03,10.28,WS_ms
2026-07-09 12:20:04,9.09,WS_ms
2026-07-09 12:20:05,8.53,WS_ms
2026-07-09 12:20:06,8.74,WS_ms
2026-07-09 12:20:07,7.28,WS_ms
2026-07-09 12:20:08,8.4,WS_ms
2026-07-09 12:20:09,7.72,WS_ms
2026-07-09 12:20:10,9.78,WS_ms
2026-07-09 12:20:11,9.33,WS_ms
2026-07-09 12:20:12,9.03,WS_ms
2026-07-09 12:20:13,7.83,WS_ms
2026-07-09 12:20:14,8.84,WS_ms
2026-07-09 12:20:15,10.27,WS_ms
2026-07-09 12:20:16,9.01,WS_ms
2026-07-09 12:20:17,8.33,WS_ms
2026-07-09 12:20:18,8.26,WS_ms
2026-07-09 12:20:19,8.06,WS_ms
2026-07-09 12:20:20,8.45,WS_ms
2026-07-09 12:20:21,7.45,WS_ms
2026-07-09 12:20:22,7.56,WS_ms
2026-07-09 12:20:23,6.93,WS_ms
2026-07-09 12:20:24,7.47,WS_ms
2026-07-09 12:20:25,7.65,WS_ms
2026-07-09 12:20:38,7.47,WS_ms
2026-07-09 12:20:43,6.65,WS_ms
2026-07-09 12:20:45,9.13,WS_ms
2026-07-09 12:20:46,9.1,WS_ms
2026-07-09 12:20:47,8.81,WS_ms
2026-07-09 12:20:48,8.67,WS_ms
2026-07-09 12:20:49,8.96,WS_ms
2026-07-09 12:20:50,8.09,WS_ms
2026-07-09 12:20:51,6.86,WS_ms
2026-07-09 12:20:53,8.65,WS_ms
2026-07-09 12:20:54,7.97,WS_ms
2026-07-09 12:20:55,8.91,WS_ms
2026-07-09 12:20:56,8.46,WS_ms
2026-07-09 12:20:57,7.84,WS_ms
2026-07-09 12:20:58,8.05,WS_ms
2026-07-09 12:20:59,7.3,WS_ms
2026-07-09 12:21:00,7.71,WS_ms
2026-07-09 12:21:01,8.59,WS_ms
2026-07-09 12:21:02,8.69,WS_ms
2026-07-09 12:21:03,9.04,WS_ms
2026-07-09 12:21:04,8.99,WS_ms
2026-07-09 12:21:05,9.18,WS_ms
2026-07-09 12:21:06,9.06,WS_ms
2026-07-09 12:21:07,8.83,WS_ms
2026-07-09 12:21:08,7.85,WS_ms
2026-07-09 12:21:09,8.26,WS_ms
2026-07-09 12:21:10,9.58,WS_ms
2026-07-09 12:21:11,8.42,WS_ms
2026-07-09 12:21:12,7.35,WS_ms
2026-07-09 12:21:16,7.71,WS_ms
2026-07-09 12:21:17,7.93,WS_ms
2026-07-09 12:21:18,8.04,WS_ms
2026-07-09 12:21:19,7.63,WS_ms
2026-07-09 12:21:20,6.92,WS_ms
2026-07-09 12:21:21,7.46,WS_ms
2026-07-09 12:21:22,8.37,WS_ms
2026-07-09 12:21:23,8.39,WS_ms
2026-07-09 12:21:27,8.52,WS_ms
2026-07-09 12:21:28,8.39,WS_ms
2026-07-09 12:21:29,7.89,WS_ms
2026-07-09 12:22:14,6.72,WS_ms
2026-07-09 12:22:34,7.64,WS_ms
2026-07-09 12:22:35,7.34,WS_ms
2026-07-09 12:22:36,6.72,WS_ms
2026-07-09 12:22:37,7.42,WS_ms
2026-07-09 12:22:38,7.12,WS_ms
2026-07-09 12:22:39,7.26,WS_ms
2026-07-09 12:22:40,7.31,WS_ms
2026-07-09 12:22:46,6.77,WS_ms
2026-07-09 12:22:47,8.01,WS_ms
2026-07-09 12:22:48,7.0,WS_ms
2026-07-09 12:22:49,7.1,WS_ms
2026-07-09 12:22:50,6.63,WS_ms
2026-07-09 12:22:51,6.83,WS_ms
2026-07-09 12:23:10,7.23,WS_ms
2026-07-09 12:23:13,7.19,WS_ms
2026-07-09 12:23:15,7.76,WS_ms
2026-07-09 12:23:19,7.52,WS_ms
2026-07-09 12:23:20,6.85,WS_ms
2026-07-09 12:23:31,7.04,WS_ms
2026-07-09 12:23:32,8.0,WS_ms
2026-07-09 12:23:34,7.33,WS_ms
2026-07-09 12:23:35,7.22,WS_ms
2026-07-09 12:23:36,6.68,WS_ms
2026-07-09 12:23:46,6.79,WS_ms
2026-07-09 12:23:48,9.26,WS_ms
2026-07-09 12:23:49,8.55,WS_ms
2026-07-09 12:23:50,7.77,WS_ms
2026-07-09 12:23:52,7.04,WS_ms
2026-07-09 12:23:54,7.68,WS_ms
2026-07-09 12:23:56,6.92,WS_ms
2026-07-09 12:23:57,6.73,WS_ms
2026-07-09 12:24:11,6.75,WS_ms
2026-07-09 12:24:12,7.11,WS_ms
2026-07-09 12:24:13,7.75,WS_ms
2026-07-09 12:24:14,7.65,WS_ms
2026-07-09 12:24:15,7.28,WS_ms
2026-07-09 12:24:16,6.66,WS_ms
2026-07-09 12:24:17,9.52,WS_ms
2026-07-09 12:24:18,6.92,WS_ms
2026-07-09 12:24:20,8.2,WS_ms
2026-07-09 12:24:23,7.09,WS_ms
2026-07-09 12:24:24,8.38,WS_ms
2026-07-09 12:24:25,7.99,WS_ms
2026-07-09 12:24:27,6.84,WS_ms
2026-07-09 12:24:29,7.11,WS_ms
2026-07-09 12:24:34,6.76,WS_ms
2026-07-09 12:24:35,6.77,WS_ms
2026-07-09 12:24:38,6.78,WS_ms
2026-07-09 12:24:41,7.27,WS_ms
2026-07-09 12:24:43,7.75,WS_ms
2026-07-09 12:24:44,7.38,WS_ms
2026-07-09 12:24:45,7.93,WS_ms
2026-07-09 12:24:47,6.6,WS_ms
2026-07-09 12:24:48,8.31,WS_ms
2026-07-09 12:24:50,7.89,WS_ms
2026-07-09 12:24:51,8.23,WS_ms
2026-07-09 12:24:54,7.07,WS_ms
2026-07-09 12:24:55,7.64,WS_ms
2026-07-09 12:24:58,8.01,WS_ms
2026-07-09 12:25:00,8.42,WS_ms
2026-07-09 12:25:01,7.74,WS_ms
2026-07-09 12:25:02,9.18,WS_ms
2026-07-09 12:25:03,8.63,WS_ms
2026-07-09 12:25:04,9.39,WS_ms
2026-07-09 12:25:05,7.78,WS_ms
2026-07-09 12:25:08,7.21,WS_ms
2026-07-09 12:25:16,6.61,WS_ms
2026-07-09 12:25:26,6.86,WS_ms
2026-07-09 12:25:40,7.25,WS_ms
2026-07-09 12:25:44,6.87,WS_ms
2026-07-09 12:25:46,6.59,WS_ms
2026-07-09 12:25:50,7.43,WS_ms
2026-07-09 12:25:51,6.68,WS_ms
2026-07-09 12:25:53,7.24,WS_ms
2026-07-09 12:25:54,7.44,WS_ms
2026-07-09 12:25:56,7.49,WS_ms
2026-07-09 12:25:57,7.54,WS_ms
2026-07-09 12:25:58,7.3,WS_ms
2026-07-09 12:25:59,7.64,WS_ms
2026-07-09 12:26:00,7.28,WS_ms
2026-07-09 12:26:01,7.83,WS_ms
2026-07-09 12:26:02,7.4,WS_ms
