Wind_Speed_Class,Instrument,Diameter_um,dN_dlnDp,N_Samples
10–12 m/s,FIDAS 200,0.10373,,0
10–12 m/s,FIDAS 200,0.111469,,0
10–12 m/s,FIDAS 200,0.119786,,0
10–12 m/s,FIDAS 200,0.128723,,0
10–12 m/s,FIDAS 200,0.138327,,0
10–12 m/s,FIDAS 200,0.148647,,0
10–12 m/s,FIDAS 200,0.159737,,0
10–12 m/s,FIDAS 200,0.171655,,0
10–12 m/s,FIDAS 200,0.184462,,0
10–12 m/s,FIDAS 200,0.198224,,0
10–12 m/s,FIDAS 200,0.213013,,0
10–12 m/s,FIDAS 200,0.228905,,0
10–12 m/s,FIDAS 200,0.245984,,0
10–12 m/s,FIDAS 200,0.264336,,0
10–12 m/s,FIDAS 200,0.284057,,0
10–12 m/s,FIDAS 200,0.30525,,0
10–12 m/s,FIDAS 200,0.328024,,0
10–12 m/s,FIDAS 200,0.352497,,0
10–12 m/s,FIDAS 200,0.378797,,0
10–12 m/s,FIDAS 200,0.407058,,0
10–12 m/s,FIDAS 200,0.437427,,0
10–12 m/s,FIDAS 200,0.470063,,0
10–12 m/s,FIDAS 200,0.505133,,0
10–12 m/s,FIDAS 200,0.54282,,0
10–12 m/s,FIDAS 200,0.583319,,0
10–12 m/s,FIDAS 200,0.626839,,0
10–12 m/s,FIDAS 200,0.673606,,0
10–12 m/s,FIDAS 200,0.723862,,0
10–12 m/s,FIDAS 200,0.777868,,0
10–12 m/s,FIDAS 200,0.835903,,0
10–12 m/s,FIDAS 200,0.898268,,0
10–12 m/s,FIDAS 200,0.965286,,0
10–12 m/s,FIDAS 200,1.037304,,0
10–12 m/s,FIDAS 200,1.114695,,0
10–12 m/s,FIDAS 200,1.19786,,0
10–12 m/s,FIDAS 200,1.28723,,0
10–12 m/s,FIDAS 200,1.383267,,0
10–12 m/s,FIDAS 200,1.48647,,0
10–12 m/s,FIDAS 200,1.597372,,0
10–12 m/s,FIDAS 200,1.716548,,0
10–12 m/s,FIDAS 200,1.844616,,0
10–12 m/s,FIDAS 200,1.982239,,0
10–12 m/s,FIDAS 200,2.13013,,0
10–12 m/s,FIDAS 200,2.289054,,0
10–12 m/s,FIDAS 200,2.459835,,0
10–12 m/s,FIDAS 200,2.643358,,0
10–12 m/s,FIDAS 200,2.840573,,0
10–12 m/s,FIDAS 200,3.052502,,0
10–12 m/s,FIDAS 200,3.280243,,0
10–12 m/s,FIDAS 200,3.524975,,0
10–12 m/s,FIDAS 200,3.787966,,0
10–12 m/s,FIDAS 200,4.070578,,0
10–12 m/s,FIDAS 200,4.374274,,0
10–12 m/s,FIDAS 200,4.700629,,0
10–12 m/s,FIDAS 200,5.051333,,0
10–12 m/s,FIDAS 200,5.428202,,0
10–12 m/s,FIDAS 200,5.833189,,0
10–12 m/s,FIDAS 200,6.26839,,0
10–12 m/s,FIDAS 200,6.736061,,0
10–12 m/s,FIDAS 200,7.238624,,0
10–12 m/s,FIDAS 200,7.778682,,0
10–12 m/s,FIDAS 200,8.359033,,0
