Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330210304
Firmware Version,1.4
Calibration Date,2021/01/14
Protocol Name_Number,TEST_015
Test Start Time,06:40:45
Test Start Date,2026/07/10
Test Length [D:H:M:S],0:3:17:30
Sample Interval [H:M:S],0:0:5
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),7.705
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.600
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,
Number of Samples,2370
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
2940,2229,548,215,74,40,39,20,23,18,5,9,1,3,3,2,2,0,0.021341,36.196,0.000,98.978,,,
2945,2109,602,219,83,48,41,26,23,15,5,4,4,1,2,0,1,2,0.021413,36.196,0.000,98.972,,,
2950,2109,589,228,75,36,44,23,21,15,7,9,5,4,1,0,0,0,0.021073,36.204,0.000,98.978,,,
2955,2194,601,223,78,50,43,17,25,22,10,9,6,6,0,2,1,1,0.021883,36.235,0.000,98.985,,,
2960,2217,574,224,92,45,43,22,20,15,4,2,2,3,0,1,1,1,0.021712,36.235,0.000,98.966,,,
2965,2118,571,223,67,46,43,23,28,20,7,8,4,2,1,0,1,1,0.021214,36.235,0.000,98.972,,,
2970,2186,571,231,79,42,47,19,25,22,11,1,2,3,3,1,0,0,0.021683,36.239,0.000,98.978,,,
2975,2279,629,213,97,39,50,13,27,11,6,8,4,1,1,0,0,1,0.022527,36.255,0.000,98.972,,,
2980,2173,546,234,75,47,37,27,22,12,7,4,4,2,2,2,1,0,0.021190,36.255,0.000,98.985,,,
2985,2142,578,218,72,45,50,13,29,16,14,3,4,1,1,0,1,2,0.021484,36.255,0.000,98.966,,,
2990,2076,554,206,54,29,38,23,25,9,8,4,3,0,2,1,1,2,0.020022,36.271,0.000,98.985,,,
2995,2154,577,192,74,39,46,19,28,20,9,4,9,2,2,1,0,0,0.021216,36.294,0.000,98.972,,,
3000,2172,578,215,78,44,41,16,29,15,8,2,4,0,2,3,2,1,0.021315,36.294,0.000,98.985,,,
3005,2151,576,214,87,49,46,24,22,15,8,10,4,2,5,2,4,1,0.021755,36.294,0.000,98.972,,,
3010,2203,572,205,67,41,38,22,20,16,7,4,6,4,3,1,0,0,0.021183,36.306,0.000,98.978,,,
3015,2187,539,206,72,44,47,27,25,10,16,4,8,8,2,0,0,0,0.021230,36.314,0.000,98.978,,,
3020,2206,557,209,75,47,34,27,25,15,9,7,1,2,2,1,1,0,0.021407,36.314,0.000,98.978,,,
3025,2177,599,206,86,35,51,20,18,16,5,6,4,0,1,1,3,1,0.021526,36.314,0.000,98.985,,,
3030,2212,584,206,75,41,45,19,33,6,8,4,5,5,0,0,2,0,0.021368,36.322,0.000,98.985,,,
3035,2152,585,204,84,39,40,17,21,19,7,5,6,5,0,1,0,0,0.021047,36.353,0.000,98.985,,,
3040,2080,553,198,79,62,31,17,29,13,8,3,1,1,4,2,1,1,0.020403,36.353,0.000,98.978,,,
3045,2193,562,212,78,40,49,22,23,16,8,7,4,1,2,1,0,0,0.021360,36.353,0.000,98.972,,,
3050,2085,624,248,72,44,51,19,24,17,11,5,2,2,1,3,2,0,0.021639,36.369,0.000,98.978,,,
3055,2168,553,199,72,45,49,21,27,20,6,3,6,3,1,1,1,1,0.020917,36.373,0.000,98.978,,,
3060,2094,552,200,78,43,41,24,16,15,12,7,4,1,2,1,1,1,0.020499,36.373,0.000,98.985,,,
3065,2204,555,232,71,41,38,21,22,10,14,7,2,3,0,1,1,0,0.021307,36.396,0.000,98.985,,,
3070,2159,561,188,85,43,41,25,25,14,8,5,6,2,0,0,2,0,0.020825,36.412,0.000,98.978,,,
3075,2101,593,198,77,34,39,20,20,15,10,4,1,4,0,0,1,0,0.020747,36.412,0.000,98.985,,,
3080,2108,526,220,74,33,35,20,22,18,7,3,2,0,0,1,0,0,0.020358,36.420,0.000,98.978,,,
3085,2093,542,206,71,41,33,22,20,21,9,3,4,2,0,0,1,0,0.020427,36.431,0.000,98.991,,,
3090,2211,530,215,75,43,51,24,23,12,4,5,6,4,3,1,2,2,0.021433,36.431,0.000,98.985,,,
3095,2223,575,216,86,38,41,17,19,12,8,8,5,3,1,0,0,1,0.021574,36.431,0.000,98.985,,,
3100,2211,575,215,82,50,46,28,21,17,7,3,2,3,3,3,1,1,0.021724,36.447,0.000,98.985,,,
3105,2204,564,201,75,39,44,23,27,15,8,3,8,2,1,0,2,0,0.021491,36.463,0.000,98.985,,,
3110,2232,567,198,70,46,47,22,19,18,12,7,5,2,2,0,2,0,0.021470,36.471,0.000,98.978,,,
3115,2132,549,223,81,38,43,24,23,28,12,3,1,2,1,1,0,0,0.021174,36.471,0.000,98.972,,,
3120,2199,555,206,83,39,35,18,28,13,6,5,4,1,1,0,0,0,0.021174,36.486,0.000,98.978,,,
3125,2210,559,213,72,47,31,19,17,14,10,4,2,2,0,1,0,1,0.021165,36.486,0.000,98.972,,,
3130,2195,581,178,67,50,48,20,24,15,7,5,3,2,2,1,1,1,0.021069,36.490,0.000,98.985,,,
3135,2126,533,211,63,43,31,18,31,13,9,7,3,2,1,0,3,2,0.020515,36.490,0.000,98.985,,,
3140,2264,586,209,85,31,39,18,22,18,8,3,2,2,2,1,0,2,0.021749,36.529,0.000,98.978,,,
3145,2070,564,245,76,36,43,17,27,16,9,6,4,3,2,3,0,0,0.020913,36.529,0.000,98.978,,,
3150,2151,533,170,82,39,39,11,24,15,11,5,1,5,1,1,0,0,0.020284,36.529,0.000,98.985,,,
3155,2161,568,206,70,47,42,32,31,16,7,3,4,3,1,1,1,0,0.021345,36.545,0.000,98.978,,,
3160,2183,529,204,54,33,28,24,24,19,5,5,3,4,3,1,0,0,0.020580,36.549,0.000,98.972,,,
3165,2187,564,200,102,48,39,16,30,15,8,4,6,1,1,0,2,0,0.021526,36.549,0.000,98.972,,,
3170,2090,562,191,78,42,39,11,24,15,15,4,5,1,0,1,1,0,0.020584,36.549,0.000,98.991,,,
3175,1978,519,210,87,51,55,22,15,12,13,6,2,2,2,0,2,0,0.020018,36.588,0.000,98.978,,,
3180,2066,548,223,69,46,39,22,26,20,5,3,5,2,1,0,1,0,0.020576,36.588,0.000,98.978,,,
3185,2183,532,190,71,35,31,24,33,23,5,6,4,6,2,0,1,3,0.020714,36.596,0.000,98.985,,,
3190,2243,557,250,74,45,41,9,26,7,10,7,2,3,2,0,0,0,0.021753,36.627,0.000,98.997,,,
3195,2317,623,215,89,38,41,19,23,18,12,8,5,2,0,0,2,1,0.022616,36.627,0.000,98.972,,,
3200,2347,632,223,62,48,47,20,16,14,8,11,3,2,2,3,3,1,0.022977,36.627,0.000,98.972,,,
3205,2100,580,194,91,38,47,21,19,17,8,6,7,3,0,0,1,1,0.020778,36.639,0.000,98.972,,,
3210,2183,576,249,75,37,51,25,27,17,7,2,5,4,3,0,0,0,0.021775,36.647,0.000,98.978,,,
3215,2382,645,233,85,45,38,22,16,21,6,4,3,3,2,1,1,1,0.023263,36.647,0.000,98.991,,,
3220,2519,577,221,76,42,55,28,32,16,3,10,3,4,1,1,0,0,0.023443,36.663,0.000,98.972,,,
3225,2333,596,207,78,41,37,24,20,16,6,5,3,2,2,1,0,3,0.022202,36.686,0.000,98.985,,,
3230,2332,596,191,92,37,35,25,28,15,9,5,0,1,2,0,1,1,0.022275,36.686,0.000,98.972,,,
3235,2157,579,192,75,40,43,22,27,7,5,4,5,2,1,2,1,1,0.020982,36.686,0.000,98.972,,,
3240,2145,501,190,76,46,38,16,32,23,6,5,6,1,2,2,0,2,0.020327,36.690,0.000,98.985,,,
3245,2085,548,182,63,37,30,15,20,13,8,4,3,3,1,0,1,1,0.019931,36.698,0.000,98.978,,,
3250,2044,546,195,76,42,42,20,20,20,9,7,3,3,1,0,1,0,0.020133,36.702,0.000,98.991,,,
3255,2109,530,200,84,46,37,17,25,12,11,5,4,3,2,1,0,0,0.020585,36.706,0.000,98.991,,,
3260,2081,537,206,73,33,40,24,17,17,4,2,2,3,3,2,1,0,0.020238,36.706,0.000,98.978,,,
3265,2138,535,199,63,38,50,17,21,18,5,4,2,1,1,2,1,0,0.020502,36.706,0.000,98.978,,,
3270,2113,571,206,60,36,37,16,24,17,7,6,2,3,3,0,3,0,0.020556,36.729,0.000,98.991,,,
3275,2071,506,206,60,39,41,23,29,8,11,5,3,2,1,0,0,0,0.019900,36.745,0.000,98.991,,,
3280,2076,523,185,60,40,40,13,26,17,7,5,3,1,0,0,0,0,0.019793,36.745,0.000,98.997,,,
3285,2127,551,195,70,34,35,23,20,12,9,5,4,1,1,1,1,0,0.020347,36.753,0.000,98.991,,,
3290,2075,567,202,85,45,36,23,30,16,10,5,5,2,0,1,2,2,0.020910,36.765,0.000,98.991,,,
3295,2070,513,176,75,36,35,17,21,19,6,6,3,2,0,0,1,1,0.019578,36.765,0.000,98.991,,,
3300,2068,557,186,70,35,44,24,19,13,8,4,3,2,3,0,3,0,0.020049,36.765,0.000,98.978,,,
3305,2094,566,193,60,38,45,23,31,15,5,11,3,2,0,1,0,3,0.020365,36.773,0.000,98.985,,,
3310,2111,542,208,79,44,34,19,29,9,9,2,9,5,1,1,0,0,0.020646,36.804,0.000,98.972,,,
3315,2148,544,212,72,35,35,11,16,11,4,5,4,5,1,0,1,1,0.020532,36.804,0.000,98.978,,,
3320,2420,612,199,78,38,41,18,20,15,9,6,5,4,2,1,1,1,0.022704,36.804,0.000,98.985,,,
3325,2470,570,178,68,50,34,18,19,18,12,9,6,3,0,0,1,0,0.022760,36.812,0.000,98.997,,,
3330,2369,570,204,73,32,32,21,26,22,11,6,2,2,3,1,0,1,0.022227,36.824,0.000,98.991,,,
3335,2256,575,197,96,38,37,17,35,16,5,4,6,3,1,1,1,1,0.021931,36.824,0.000,98.997,,,
3340,2179,540,185,61,34,39,22,29,7,5,5,1,0,2,0,2,1,0.020279,36.824,0.000,98.985,,,
3345,2199,560,191,68,30,38,16,25,10,8,7,3,6,1,0,2,0,0.020867,36.824,0.000,98.991,,,
3350,2197,591,223,74,46,35,20,18,12,1,4,3,7,3,0,1,0,0.021503,36.863,0.000,98.991,,,
3355,2724,736,256,71,45,32,24,20,13,7,5,3,0,1,1,1,0,0.025852,36.863,0.000,98.997,,,
3360,2584,697,205,86,34,34,23,28,13,4,5,3,3,1,0,0,1,0.024536,36.863,0.000,98.985,,,
3365,2668,713,196,90,40,30,17,28,19,8,6,2,2,4,2,0,0,0.025015,36.863,0.000,98.991,,,
3370,2477,693,227,71,39,28,25,18,14,9,3,3,3,2,0,1,3,0.023979,36.875,0.000,98.985,,,
3375,2782,811,263,72,59,42,17,26,13,7,3,4,4,1,1,3,0,0.027288,36.882,0.000,98.985,,,
3380,2679,777,268,77,49,28,19,23,10,9,5,1,3,4,1,2,2,0.026424,36.882,0.000,98.985,,,
3385,2769,796,256,71,52,39,25,18,17,3,5,7,0,2,0,0,1,0.026750,36.898,0.000,98.972,,,
3390,2682,734,258,62,35,37,11,22,13,9,3,3,2,3,0,4,1,0.025604,36.922,0.000,98.997,,,
3395,2702,760,255,71,41,47,16,20,20,5,4,7,4,3,1,0,3,0.026315,36.922,0.000,98.991,,,
3400,2432,705,197,75,51,39,28,18,17,7,6,7,5,1,0,2,0,0.023911,36.922,0.000,98.991,,,
3405,2240,597,240,69,42,34,21,25,18,7,3,5,3,0,1,0,0,0.021927,36.933,0.000,98.991,,,
3410,2248,561,184,79,28,38,25,14,14,4,2,3,4,1,2,1,0,0.021010,36.941,0.000,98.997,,,
3415,2341,603,223,68,53,38,17,19,12,10,8,5,1,1,1,0,0,0.022420,36.941,0.000,98.985,,,
3420,2191,545,209,73,33,35,21,17,21,4,7,2,3,0,0,0,0,0.020807,36.941,0.000,98.978,,,
3425,2122,576,209,60,35,40,15,20,17,5,5,4,5,1,0,0,0,0.020479,36.973,0.000,98.991,,,
3430,2108,551,190,69,34,28,25,25,19,7,8,6,1,1,1,0,0,0.020493,36.980,0.000,98.985,,,
3435,2105,514,201,68,52,35,21,23,9,9,5,3,6,1,0,0,0,0.020154,36.980,0.000,98.985,,,
3440,2060,502,186,86,26,34,17,16,14,12,3,3,2,3,1,1,0,0.019553,36.980,0.000,98.991,,,
3445,2020,549,177,70,39,31,17,18,21,11,4,4,2,4,0,0,0,0.019642,36.984,0.000,98.985,,,
3450,2051,526,192,75,51,49,21,29,15,14,4,5,1,3,1,0,0,0.020284,37.000,0.000,98.985,,,
3455,2040,534,195,71,32,44,17,27,13,10,4,6,0,1,1,0,0,0.019652,36.996,0.000,98.985,,,
3460,2082,515,206,72,39,38,18,20,19,10,5,2,4,3,1,2,2,0.020085,37.000,0.000,98.985,,,
3465,2004,564,197,58,41,46,16,34,10,4,4,4,1,2,1,1,1,0.019918,37.016,0.000,98.991,,,
3470,2046,541,210,62,40,42,21,26,15,14,2,3,1,5,2,1,1,0.020087,37.040,0.000,98.985,,,
3475,2010,514,190,63,34,41,12,23,13,10,3,3,2,1,3,1,0,0.019332,37.040,0.000,98.985,,,
3480,2004,505,182,60,38,42,17,13,13,11,5,1,3,2,1,3,1,0.019099,37.040,0.000,98.966,,,
3485,2073,568,193,72,42,32,26,27,14,5,4,5,0,2,4,0,0,0.020625,37.052,0.000,98.997,,,
3490,2330,589,192,65,39,38,26,16,14,9,4,3,2,5,3,0,0,0.021898,37.060,0.000,98.991,,,
3495,2286,583,169,61,40,32,13,17,14,8,7,2,1,3,0,0,0,0.021132,37.060,0.000,98.997,,,
3500,2199,585,195,60,33,42,18,18,16,11,3,5,1,1,2,2,0,0.021017,37.060,0.000,98.997,,,
3505,2185,540,173,61,31,28,17,24,17,8,4,3,3,3,1,0,0,0.020394,37.076,0.000,98.978,,,
3510,2179,548,198,76,37,36,24,23,15,10,4,3,2,3,1,0,0,0.020819,37.100,0.000,98.978,,,
3515,2101,537,181,72,35,33,27,22,13,11,6,2,5,1,1,0,0,0.020259,37.100,0.000,98.991,,,
3520,2104,554,173,60,36,33,18,30,9,7,11,2,0,1,3,0,0,0.019746,37.100,0.000,98.966,,,
3525,2021,483,201,78,37,34,11,21,18,5,3,5,7,0,1,3,1,0.019495,37.112,0.000,98.966,,,
3530,2002,518,187,68,52,31,21,19,15,5,3,2,3,0,0,0,0,0.019163,37.120,0.000,98.972,,,
3535,2000,480,184,60,38,30,19,25,11,6,6,6,2,1,3,0,0,0.018985,37.120,0.000,98.991,,,
3540,2046,521,201,68,37,29,14,20,15,8,0,2,3,0,0,1,0,0.019467,37.128,0.000,98.991,,,
3545,2019,516,178,80,42,32,24,25,12,5,4,0,0,0,1,3,0,0.019296,37.136,0.000,98.966,,,
3550,2090,503,188,61,40,39,20,16,15,9,3,0,2,1,2,1,0,0.019881,37.160,0.000,98.985,,,
3555,2070,535,198,65,39,43,16,30,10,12,6,4,2,2,0,5,0,0.020018,37.160,0.000,98.985,,,
3560,2077,514,196,67,37,53,21,18,12,10,3,3,2,0,0,2,0,0.019899,37.168,0.000,98.985,,,
3565,2112,534,172,65,35,29,20,28,14,10,3,4,2,1,0,1,1,0.019877,37.192,0.000,98.978,,,
3570,2076,508,226,75,34,30,16,25,23,8,6,4,4,1,2,1,1,0.020037,37.200,0.000,98.997,,,
3575,2085,502,187,78,38,49,13,27,9,5,5,5,2,1,0,3,1,0.019738,37.200,0.000,98.978,,,
3580,2038,547,193,65,35,28,14,24,19,12,9,4,2,1,0,0,0,0.019740,37.204,0.000,98.997,,,
3585,2068,506,208,67,47,36,22,26,15,6,5,2,2,1,1,1,0,0.019978,37.220,0.000,98.966,,,
3590,2055,477,181,60,47,34,22,29,16,11,6,3,0,2,2,1,0,0.019484,37.220,0.000,98.966,,,
3595,2039,584,182,78,32,43,14,29,19,15,8,1,2,1,2,0,0,0.020216,37.220,0.000,98.997,,,
3600,2069,499,187,72,41,45,20,25,13,13,7,4,6,2,0,2,0,0.019900,37.220,0.000,98.985,,,
3605,2072,578,182,68,36,38,14,17,21,13,5,3,3,0,1,1,2,0.020279,37.228,0.000,98.985,,,
3610,2131,516,202,72,42,45,17,30,28,14,11,7,11,7,6,2,2,0.021370,37.244,0.000,98.972,,,
3615,1991,468,189,82,43,41,15,22,25,17,7,4,4,7,5,0,0,0.019475,37.260,0.000,98.991,,,
3620,2028,546,183,72,36,36,18,22,17,9,6,4,6,2,1,1,0,0.019815,37.260,0.000,98.991,,,
3625,2074,545,171,70,33,34,21,23,13,8,5,2,2,1,1,1,0,0.019708,37.260,0.000,98.997,,,
3630,2051,487,187,57,28,37,21,20,13,5,3,1,2,1,0,0,0,0.019087,37.260,0.000,98.985,,,
3635,1998,522,170,56,42,41,12,30,11,7,8,2,3,1,1,0,0,0.019022,37.272,0.000,98.985,,,
3640,2139,478,194,78,30,25,14,20,19,11,6,5,1,2,4,2,0,0.019883,37.280,0.000,98.978,,,
3645,2128,509,193,65,25,42,18,27,15,11,3,6,1,2,3,0,0,0.020076,37.280,0.000,98.985,,,
3650,2091,532,179,75,25,37,17,21,12,9,8,4,0,0,0,0,0,0.019983,37.280,0.000,98.985,,,
3655,2066,521,163,71,50,27,14,25,17,5,4,6,1,1,0,1,1,0.019388,37.280,0.000,98.985,,,
3660,2054,523,188,71,34,30,24,20,21,9,6,3,3,3,0,1,2,0.019798,37.312,0.000,98.997,,,
3665,2082,548,203,68,35,44,16,19,17,10,9,5,3,2,2,1,0,0.020382,37.320,0.000,98.985,,,
3670,2003,512,158,63,45,40,21,23,10,6,5,6,4,0,1,2,0,0.019179,37.320,0.000,98.985,,,
3675,2113,495,195,72,23,36,13,18,11,9,5,2,1,0,2,0,0,0.019527,37.320,0.000,98.991,,,
3680,2049,525,196,65,38,46,12,19,10,9,4,6,2,1,1,1,0,0.019575,37.320,0.000,98.991,,,
3685,2065,488,191,69,37,29,23,18,16,11,5,6,0,3,1,1,0,0.019556,37.320,0.000,98.997,,,
3690,2005,500,162,52,35,29,18,22,13,4,2,3,4,3,0,2,0,0.018668,37.332,0.000,98.997,,,
3695,2017,499,175,74,34,41,19,22,19,14,2,1,2,1,2,2,1,0.019245,37.340,0.000,98.997,,,
3700,2027,542,190,75,44,27,16,18,14,6,3,5,4,2,2,1,3,0.019867,37.340,0.000,98.985,,,
3705,1995,503,184,65,37,33,32,26,22,13,5,2,6,1,1,4,0,0.019352,37.340,0.000,98.997,,,
3710,1968,484,185,61,41,36,12,26,14,10,4,4,2,1,1,0,0,0.018728,37.348,0.000,98.991,,,
3715,2097,494,209,73,35,43,17,29,13,10,6,5,1,3,3,1,0,0.019975,37.372,0.000,98.991,,,
3720,2105,480,197,61,37,47,14,33,10,8,10,6,1,2,2,3,2,0.019830,37.380,0.000,98.985,,,
3725,2129,560,199,74,44,45,23,26,19,6,6,3,7,2,0,1,1,0.020782,37.380,0.000,98.991,,,
3730,2048,490,167,80,38,35,22,29,18,11,9,4,4,2,3,0,0,0.019627,37.380,0.000,98.985,,,
3735,2112,526,192,67,37,33,18,22,19,13,3,1,0,3,0,1,0,0.020084,37.380,0.000,98.997,,,
3740,2157,532,189,62,34,27,22,17,14,11,4,2,2,1,2,3,1,0.020185,37.380,0.000,98.991,,,
3745,2046,491,173,67,27,31,17,24,12,4,6,3,0,0,1,0,0,0.019002,37.392,0.000,98.972,,,
3750,2135,541,192,47,33,45,20,13,23,10,4,2,1,0,0,0,0,0.020083,37.400,0.000,98.991,,,
3755,2327,543,183,67,37,28,17,21,16,8,4,4,2,0,0,0,1,0.021388,37.400,0.000,98.991,,,
3760,2104,508,204,52,38,32,15,21,16,12,4,4,4,1,0,1,0,0.019735,37.400,0.000,98.985,,,
3765,2160,526,191,59,21,40,15,15,16,4,4,6,2,1,0,1,0,0.020056,37.400,0.000,98.991,,,
3770,2201,538,182,81,36,35,16,23,15,5,5,2,1,0,0,1,0,0.020480,37.400,0.000,98.997,,,
3775,2241,545,194,81,35,44,24,13,15,5,6,4,2,2,2,1,0,0.021012,37.416,0.000,98.978,,,
3780,2203,554,156,66,31,33,19,20,11,4,3,3,5,2,2,0,1,0.020274,37.432,0.000,98.991,,,
3785,2217,561,171,67,39,33,22,27,14,17,5,5,0,1,0,0,0,0.020910,37.440,0.000,98.985,,,
3790,2060,553,204,71,46,29,17,22,15,11,4,3,4,0,0,1,0,0.020097,37.440,0.000,98.991,,,
3795,2192,570,187,55,33,43,20,24,13,10,7,2,2,1,0,1,0,0.020660,37.440,0.000,98.991,,,
3800,2468,681,193,58,29,35,28,24,16,5,4,3,2,3,2,1,1,0.023299,37.440,0.000,98.991,,,
3805,2394,571,173,63,36,39,16,22,12,6,4,3,3,2,1,1,0,0.021843,37.440,0.000,98.985,,,
3810,2119,540,184,63,42,41,23,15,18,5,0,2,0,3,0,0,0,0.020140,37.444,0.000,98.991,,,
3815,2099,554,166,50,27,32,25,14,13,6,5,2,8,4,0,1,0,0.019610,37.460,0.000,98.991,,,
3820,2037,509,160,58,40,26,9,28,11,3,7,5,3,1,0,0,0,0.018792,37.460,0.000,98.991,,,
3825,1994,505,171,55,35,33,15,12,12,9,3,4,2,1,0,1,0,0.018738,37.460,0.000,98.991,,,
3830,1999,528,222,73,36,35,21,19,19,6,0,2,3,1,4,2,0,0.019879,37.460,0.000,98.991,,,
3835,2043,493,177,64,31,36,12,25,18,12,3,5,2,3,2,0,2,0.019304,37.460,0.000,98.997,,,
3840,1999,510,156,72,33,40,18,20,10,9,1,4,3,0,0,1,1,0.018819,37.460,0.000,98.991,,,
3845,2021,537,193,52,30,32,17,24,16,0,9,1,3,0,0,0,0,0.019408,37.484,0.000,98.991,,,
3850,2117,523,164,57,31,37,25,25,17,7,5,1,3,1,1,1,0,0.019813,37.500,0.000,98.991,,,
3855,2084,508,186,57,39,34,18,19,16,10,8,1,0,1,0,2,0,0.019587,37.500,0.000,98.991,,,
3860,2120,492,202,60,39,41,12,22,16,4,5,3,0,9,1,1,0,0.019877,37.500,0.000,98.991,,,
3865,2029,482,200,64,30,41,13,21,10,9,5,6,2,1,2,1,0,0.019133,37.500,0.000,98.991,,,
3870,2156,496,187,71,44,34,24,23,14,7,4,4,2,1,2,1,2,0.020169,37.504,0.000,98.991,,,
3875,1995,517,158,71,40,34,24,15,10,11,3,1,1,2,0,3,0,0.018972,37.520,0.000,98.991,,,
3880,1981,492,167,72,39,38,19,11,20,6,5,6,4,6,0,0,0,0.018822,37.520,0.000,98.991,,,
3885,2127,567,182,77,33,39,22,16,25,12,7,3,1,3,0,3,1,0.020619,37.520,0.000,98.991,,,
3890,2092,480,183,72,39,34,18,18,18,9,3,3,3,3,1,1,0,0.019645,37.520,0.000,98.991,,,
3895,2146,519,202,71,29,40,14,20,23,7,9,4,1,1,1,2,1,0.020286,37.520,0.000,98.991,,,
3900,2308,607,170,67,49,37,17,19,17,3,4,3,3,2,0,0,0,0.021503,37.552,0.000,98.991,,,
3905,2364,540,164,71,45,35,15,21,13,8,10,6,1,1,0,0,0,0.021349,37.560,0.000,98.991,,,
3910,2210,570,200,72,32,26,21,27,18,15,6,3,3,2,1,2,0,0.021062,37.560,0.000,98.985,,,
3915,2015,508,158,61,30,46,20,14,14,7,2,7,3,2,1,0,2,0.018959,37.560,0.000,98.985,,,
3920,2113,478,171,76,36,42,18,18,15,6,5,6,4,1,0,0,0,0.019559,37.564,0.000,98.985,,,
3925,2062,526,176,58,37,40,24,21,17,7,5,4,4,1,1,0,0,0.019499,37.580,0.000,98.985,,,
3930,2132,553,179,49,40,33,15,22,22,11,7,2,2,1,2,0,0,0.020027,37.580,0.000,98.991,,,
3935,2027,529,183,73,35,28,21,16,7,3,6,2,1,4,2,1,0,0.019257,37.580,0.000,98.985,,,
3940,1974,498,218,63,37,33,11,17,18,6,3,0,2,0,1,0,1,0.018987,37.580,0.000,98.991,,,
3945,2204,621,202,71,36,35,13,19,16,12,2,4,2,0,0,1,0,0.021514,37.580,0.000,98.991,,,
3950,2352,670,209,68,31,35,15,27,14,10,5,3,1,3,0,3,0,0.022553,37.620,0.000,98.991,,,
3955,2304,658,214,63,40,35,15,21,15,9,2,2,0,1,0,1,0,0.022158,37.620,0.000,98.997,,,
3960,2821,867,230,84,33,37,18,21,17,14,4,3,5,1,0,0,0,0.027435,37.620,0.000,98.985,,,
3965,2417,637,227,83,35,41,16,27,14,11,5,3,7,1,1,1,1,0.023414,37.620,0.000,98.985,,,
3970,2218,634,199,61,33,42,16,24,10,4,7,3,3,1,0,2,1,0.021550,37.624,0.000,98.997,,,
3975,2220,548,192,57,34,40,18,22,15,10,2,4,1,4,0,1,0,0.020924,37.632,0.000,98.997,,,
3980,2192,598,196,68,27,28,17,25,16,6,2,6,3,2,0,1,1,0.020780,37.640,0.000,98.997,,,
3985,2146,562,205,69,37,41,18,24,10,8,7,5,2,3,2,2,2,0.020634,37.640,0.000,98.991,,,
3990,2174,551,211,58,30,25,18,24,12,8,5,2,3,2,1,1,1,0.020480,37.640,0.000,98.997,,,
3995,2043,501,196,52,21,40,14,20,9,4,6,4,3,2,1,0,0,0.019265,37.640,0.000,98.997,,,
4000,2081,533,186,68,38,36,27,27,15,8,7,2,2,1,0,1,0,0.019902,37.640,0.000,98.997,,,
4005,2034,532,202,76,30,21,17,15,12,12,4,4,2,1,0,0,1,0.019610,37.664,0.000,98.991,,,
4010,2070,481,167,58,43,35,22,20,21,7,4,4,0,2,0,0,0,0.019029,37.680,0.000,98.991,,,
4015,2001,517,150,63,36,38,14,19,21,9,3,4,0,1,1,2,0,0.018943,37.680,0.000,98.997,,,
4020,2013,446,171,61,45,32,15,27,17,6,10,3,3,1,1,0,1,0.018685,37.680,0.000,98.997,,,
4025,2023,464,182,58,32,37,19,18,19,8,6,4,2,4,0,0,1,0.018975,37.680,0.000,98.997,,,
4030,2035,532,191,54,34,40,23,16,16,14,6,6,3,3,0,1,0,0.019488,37.680,0.000,98.991,,,
4035,2202,575,188,61,25,36,24,23,13,11,4,4,1,0,1,1,0,0.020817,37.680,0.000,98.997,,,
4040,2266,584,213,72,35,35,14,25,12,5,4,4,4,2,0,1,0,0.021564,37.696,0.000,98.991,,,
4045,2226,534,162,60,35,32,21,25,8,6,5,4,3,1,1,1,1,0.020234,37.700,0.000,98.991,,,
4050,2272,608,206,60,41,24,17,28,16,9,2,0,3,0,1,1,0,0.021546,37.700,0.000,98.997,,,
4055,2497,724,198,70,41,37,13,27,11,4,7,4,3,0,2,0,2,0.023974,37.700,0.000,98.991,,,
4060,2634,755,245,65,41,36,24,28,17,3,2,6,1,1,0,0,0,0.025363,37.700,0.000,98.997,,,
4065,2423,685,200,77,41,41,19,21,19,14,4,4,0,2,1,0,1,0.023503,37.724,0.000,98.997,,,
4070,2251,660,216,57,41,26,22,22,10,10,4,0,1,0,1,0,1,0.021941,37.740,0.000,98.997,,,
4075,2492,703,210,53,21,41,19,18,13,7,8,2,0,4,0,1,1,0.023425,37.740,0.000,98.997,,,
4080,2494,683,218,63,34,30,20,23,16,13,2,3,2,2,0,1,0,0.023801,37.740,0.000,98.997,,,
