Instrument Name,Optical Particle Sizer
Model Number,3330
Serial Number,3330210304
Firmware Version,1.4
Calibration Date,2021/01/14
Protocol Name_Number,TEST_015
Test Start Time,06:40:45
Test Start Date,2026/07/10
Test Length [D:H:M:S],0:3:17:30
Sample Interval [H:M:S],0:0:5
Number Channels Enabled,16
Bin 1 Cut Point (um),0.300
Bin 2 Cut Point (um),0.374
Bin 3 Cut Point (um),0.465
Bin 4 Cut Point (um),0.579
Bin 5 Cut Point (um),0.721
Bin 6 Cut Point (um),0.897
Bin 7 Cut Point (um),1.117
Bin 8 Cut Point (um),1.391
Bin 9 Cut Point (um),1.732
Bin 10 Cut Point (um),2.156
Bin 11 Cut Point (um),2.685
Bin 12 Cut Point (um),3.343
Bin 13 Cut Point (um),4.162
Bin 14 Cut Point (um),5.182
Bin 15 Cut Point (um),6.451
Bin 16 Cut Point (um),7.705
Bin 17 Cut Point (um),10.000
Alarm,0.000 #/cm3
Density,1.600
Refractive Index,0.000-0.000j
Size Correction Factor,0.000
FlowCal,1.000
DeadTime Correction Factor,1.000
Errors,
Number of Samples,2370
,
Elapsed Time [s],Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Deadtime (s),Temperature (C),Humidity (%),Ambient Pressure (kPa),Alarms,Errors,
9190,1523,272,71,19,23,19,12,20,12,6,3,3,3,0,2,1,0,0.012589,47.268,0.000,99.097,,,
9195,1604,270,58,26,12,22,4,16,7,6,3,3,1,2,1,1,1,0.012633,47.288,0.000,99.091,,,
9200,1559,265,57,14,8,19,5,15,16,10,4,2,0,2,0,0,0,0.012085,47.307,0.000,99.091,,,
9205,1667,258,62,22,14,13,12,14,9,2,2,3,1,3,1,0,0,0.012849,47.317,0.000,99.091,,,
9210,1582,239,70,36,8,20,6,10,6,9,4,4,1,1,0,1,1,0.012507,47.317,0.000,99.091,,,
9215,1590,256,62,27,14,19,7,11,12,4,5,4,4,2,1,3,0,0.012471,47.317,0.000,99.091,,,
9220,1507,283,55,25,25,13,15,13,7,6,4,3,0,3,1,2,1,0.012277,47.317,0.000,99.103,,,
9225,1586,256,69,32,14,19,9,16,14,7,4,6,3,8,2,1,1,0.013068,47.332,0.000,99.103,,,
9230,1685,254,79,25,14,22,11,19,16,2,2,2,2,2,1,0,0,0.013167,47.341,0.000,99.091,,,
9235,1667,287,72,28,20,20,8,18,14,7,4,1,3,2,1,0,0,0.013427,47.341,0.000,99.097,,,
9240,1595,262,73,22,13,25,11,18,16,7,4,3,2,2,2,1,1,0.012771,47.341,0.000,99.097,,,
9245,1645,310,65,23,12,17,6,18,15,10,7,3,3,3,0,2,0,0.013387,47.341,0.000,99.091,,,
9250,1601,285,83,24,13,16,11,15,20,3,4,3,2,2,0,2,0,0.013044,47.361,0.000,99.091,,,
9255,1551,291,59,16,15,10,13,19,12,6,2,1,1,3,1,3,0,0.012452,47.390,0.000,99.103,,,
9260,1598,306,61,25,15,24,11,19,16,7,7,1,2,1,1,1,3,0.013220,47.390,0.000,99.091,,,
9265,1660,292,61,27,15,14,6,13,19,8,2,1,3,2,1,1,1,0.013183,47.390,0.000,99.097,,,
9270,1581,280,62,10,12,20,11,9,7,4,2,3,1,1,2,1,0,0.012356,47.390,0.000,99.103,,,
9275,1640,285,63,26,17,18,21,18,15,9,2,1,3,0,1,1,0,0.013240,47.405,0.000,99.091,,,
9280,1678,273,71,27,14,14,9,16,13,6,8,8,1,3,1,0,2,0.013379,47.415,0.000,99.097,,,
9285,1634,319,65,28,13,21,11,15,9,18,4,0,0,1,2,3,1,0.013405,47.415,0.000,99.091,,,
9290,1631,262,62,32,19,15,14,10,14,4,5,2,2,2,0,0,1,0.012820,47.415,0.000,99.103,,,
9295,1543,254,66,31,15,18,9,17,16,10,3,2,4,1,1,3,1,0.012325,47.415,0.000,99.103,,,
9300,1607,272,65,16,17,16,8,14,13,7,3,5,3,1,0,0,0,0.012679,47.463,0.000,99.103,,,
9305,1666,261,74,23,15,14,9,26,9,7,8,5,1,0,1,1,0,0.013187,47.463,0.000,99.091,,,
9310,1641,280,71,20,16,21,7,14,7,6,4,3,2,1,0,1,0,0.012856,47.463,0.000,99.103,,,
9315,1604,273,65,26,12,13,11,15,12,7,3,5,5,1,0,0,1,0.012721,47.478,0.000,99.091,,,
9320,1504,278,62,27,12,15,9,13,15,5,4,3,1,2,1,2,0,0.012095,47.488,0.000,99.091,,,
9325,1607,259,56,31,21,14,8,19,16,6,7,9,2,2,0,1,0,0.012851,47.488,0.000,99.109,,,
9330,1586,267,78,24,17,19,12,16,13,7,4,3,6,0,2,2,0,0.012819,47.488,0.000,99.091,,,
9335,1631,271,70,26,16,22,13,12,21,7,5,3,3,0,0,1,0,0.013200,47.537,0.000,99.097,,,
9340,1564,282,62,31,16,17,14,17,13,5,7,3,3,1,1,1,2,0.012693,47.537,0.000,99.103,,,
9345,1554,265,70,20,15,20,12,15,17,10,1,5,2,2,1,0,0,0.012533,47.537,0.000,99.091,,,
9350,1591,296,81,25,9,14,9,13,15,5,2,3,1,2,1,1,0,0.012958,47.537,0.000,99.097,,,
9355,1575,303,63,25,18,19,6,10,8,5,4,3,3,3,1,0,1,0.012736,47.561,0.000,99.103,,,
9360,1586,248,62,24,9,19,13,20,8,2,4,2,3,2,1,1,0,0.012387,47.561,0.000,99.103,,,
9365,1582,268,62,28,13,21,12,19,12,7,3,3,3,1,2,0,0,0.012577,47.561,0.000,99.097,,,
9370,1546,268,66,28,9,20,12,14,12,13,4,5,4,1,0,0,0,0.012555,47.571,0.000,99.097,,,
9375,1573,275,57,28,12,20,7,24,12,5,7,2,3,2,0,1,1,0.012640,47.600,0.000,99.097,,,
9380,1612,270,61,31,13,23,12,10,19,3,4,8,2,1,2,1,2,0.012960,47.610,0.000,99.109,,,
9385,1596,287,70,23,19,23,6,12,11,11,4,3,0,1,1,1,0,0.012841,47.610,0.000,99.097,,,
9390,1641,289,56,17,13,15,10,19,13,3,7,2,5,2,0,1,1,0.012946,47.615,0.000,99.097,,,
9395,1617,275,67,30,17,13,13,16,13,2,7,0,3,1,0,1,0,0.012926,47.624,0.000,99.097,,,
9400,1599,266,51,10,19,9,11,15,16,8,2,3,0,2,0,1,1,0.012343,47.634,0.000,99.103,,,
9405,1600,288,60,32,12,15,11,11,13,7,7,5,0,2,1,1,0,0.012808,47.634,0.000,99.091,,,
9410,1565,266,58,23,17,16,10,11,13,8,3,0,2,1,1,0,0,0.012310,47.654,0.000,99.103,,,
9415,1553,268,79,15,13,19,10,14,17,3,2,4,7,3,1,0,0,0.012610,47.683,0.000,99.091,,,
9420,1588,267,58,19,14,12,5,11,11,6,2,2,2,3,2,1,1,0.012453,47.683,0.000,99.091,,,
9425,1628,271,70,24,18,14,10,16,10,5,3,3,4,5,1,0,0,0.013045,47.683,0.000,99.097,,,
9430,1595,276,60,26,13,19,19,17,8,12,7,4,0,2,0,0,0,0.012743,47.702,0.000,99.097,,,
9435,1640,268,58,30,17,8,10,12,13,9,2,1,4,1,2,1,0,0.012852,47.707,0.000,99.097,,,
9440,1554,289,68,21,15,23,3,17,12,4,6,3,3,3,1,0,3,0.012638,47.707,0.000,99.097,,,
9445,1547,269,61,24,8,19,12,17,13,6,5,1,3,0,0,1,2,0.012548,47.707,0.000,99.097,,,
9450,1592,266,58,21,19,14,9,15,12,5,5,5,3,4,1,4,0,0.012701,47.746,0.000,99.091,,,
9455,1532,257,61,22,15,16,6,13,14,7,4,5,0,2,1,1,0,0.012115,47.756,0.000,99.091,,,
9460,1611,232,61,23,17,18,14,14,10,7,0,2,3,1,0,1,1,0.012407,47.756,0.000,99.091,,,
9465,1566,264,51,15,14,22,15,16,11,9,5,1,1,2,1,1,1,0.012312,47.761,0.000,99.091,,,
9470,1593,273,51,26,13,15,13,13,10,5,7,3,3,0,0,0,0,0.012473,47.776,0.000,99.097,,,
9475,1581,251,56,24,17,20,13,13,14,8,6,3,1,2,1,0,0,0.012584,47.780,0.000,99.091,,,
9480,1563,282,49,19,13,12,11,8,12,7,3,3,3,1,1,0,0,0.012284,47.790,0.000,99.103,,,
9485,1570,267,73,28,12,18,13,17,7,13,9,2,2,1,0,0,0,0.012697,47.829,0.000,99.097,,,
9490,1624,268,66,15,9,15,15,9,11,5,8,7,2,1,1,0,0,0.012759,47.829,0.000,99.091,,,
9495,1625,277,73,21,16,18,7,11,12,3,6,3,1,0,1,5,0,0.013005,47.829,0.000,99.091,,,
9500,1601,312,68,32,8,23,7,11,11,6,2,5,4,3,1,1,1,0.013115,47.839,0.000,99.103,,,
9505,1622,270,68,21,12,19,17,16,12,3,9,2,4,1,0,0,0,0.012921,47.854,0.000,99.097,,,
9510,1677,282,71,28,19,11,9,13,3,4,2,4,5,1,0,2,0,0.013103,47.854,0.000,99.091,,,
9515,1646,262,67,36,25,27,17,30,13,4,8,3,1,1,1,0,1,0.013544,47.902,0.000,99.091,,,
9520,1666,252,60,18,19,9,14,19,9,4,2,3,3,2,0,1,0,0.012795,47.902,0.000,99.091,,,
9525,1678,250,73,23,12,20,17,11,6,12,1,1,3,2,0,2,0,0.013040,47.902,0.000,99.091,,,
9530,1692,284,82,20,12,21,9,12,14,8,6,5,4,1,0,1,0,0.013395,47.912,0.000,99.091,,,
9535,1738,284,57,14,10,25,8,14,15,3,4,2,3,1,0,1,1,0.013384,47.927,0.000,99.091,,,
9540,1590,294,71,24,16,9,13,18,9,8,5,3,1,1,0,1,0,0.012937,47.927,0.000,99.091,,,
9545,1737,277,81,30,17,15,11,16,14,8,5,4,1,0,0,1,0,0.013803,47.927,0.000,99.091,,,
9550,1653,309,54,25,12,16,8,16,12,7,1,8,3,1,1,0,1,0.013265,47.927,0.000,99.091,,,
9555,1615,300,58,22,11,19,14,13,17,5,4,1,4,1,0,1,0,0.012855,47.976,0.000,99.097,,,
9560,1701,284,66,28,12,15,5,13,13,6,4,1,3,1,1,0,1,0.013431,47.976,0.000,99.091,,,
9565,1709,312,60,16,15,8,14,14,19,3,6,6,1,2,2,0,0,0.013568,47.976,0.000,99.091,,,
9570,1653,286,76,23,15,18,5,10,8,3,8,3,2,0,0,0,0,0.013009,47.976,0.000,99.091,,,
9575,1710,287,60,28,15,17,6,10,9,3,3,2,0,0,1,0,1,0.013169,48.015,0.000,99.103,,,
9580,1665,282,67,30,16,18,10,19,16,6,2,7,2,1,0,1,0,0.013435,48.025,0.000,99.091,,,
9585,1657,263,63,22,12,18,8,19,15,4,8,3,1,2,0,3,0,0.012866,48.025,0.000,99.116,,,
9590,1633,287,68,29,16,19,14,19,11,6,1,3,2,0,0,0,1,0.013171,48.025,0.000,99.097,,,
9595,1594,264,65,18,15,21,9,10,10,4,5,1,1,2,1,1,0,0.012451,48.025,0.000,99.103,,,
9600,1621,281,65,26,11,12,12,16,12,5,1,4,2,0,0,0,0,0.012838,48.050,0.000,99.097,,,
9605,1661,259,59,26,13,20,12,10,12,4,3,3,2,0,1,1,2,0.012869,48.050,0.000,99.097,,,
9610,1673,316,64,25,14,16,9,18,13,7,4,1,4,4,0,0,1,0.013339,48.050,0.000,99.091,,,
9615,1671,317,74,30,19,21,14,20,15,4,6,1,3,1,1,0,0,0.013634,48.060,0.000,99.091,,,
9620,1704,277,58,28,9,14,7,20,13,4,2,7,3,1,0,1,2,0.013319,48.090,0.000,99.091,,,
9625,1593,265,63,22,15,13,8,14,13,12,5,4,1,0,0,1,0,0.012517,48.100,0.000,99.097,,,
9630,1566,285,80,26,10,17,16,15,4,5,7,3,4,0,1,1,0,0.012621,48.100,0.000,99.091,,,
9635,1588,278,73,24,10,9,12,12,16,12,3,4,0,1,2,1,0,0.012784,48.100,0.000,99.097,,,
9640,1632,275,67,28,10,19,11,14,13,8,6,3,0,2,0,2,0,0.012935,48.110,0.000,99.097,,,
9645,1593,278,73,18,13,20,11,18,13,13,1,4,6,0,1,0,1,0.012943,48.125,0.000,99.097,,,
9650,1604,255,63,22,13,16,16,18,10,7,4,4,2,0,1,0,0,0.012701,48.125,0.000,99.091,,,
9655,1616,253,70,25,16,18,14,17,14,8,0,4,1,0,2,0,0,0.012867,48.125,0.000,99.097,,,
9660,1600,297,48,23,11,10,12,16,9,2,3,4,0,3,1,0,0,0.012605,48.175,0.000,99.097,,,
9665,1571,272,71,29,14,16,9,17,6,3,3,1,3,0,1,1,0,0.012631,48.175,0.000,99.103,,,
9670,1630,286,59,24,13,10,9,13,12,7,5,2,2,2,0,1,0,0.012731,48.175,0.000,99.097,,,
9675,1608,274,62,25,19,13,10,10,12,6,2,8,1,2,1,3,1,0.012796,48.195,0.000,99.097,,,
9680,1578,277,67,23,12,24,13,15,16,7,3,3,3,2,1,4,1,0.012838,48.200,0.000,99.103,,,
9685,1580,300,65,12,14,21,6,15,14,4,3,3,1,2,0,1,2,0.012626,48.200,0.000,99.103,,,
9690,1533,255,70,19,14,15,11,20,11,5,7,2,5,1,0,0,0,0.012340,48.230,0.000,99.091,,,
9695,1661,317,62,25,13,17,9,16,13,4,6,4,0,1,1,0,0,0.013461,48.250,0.000,99.091,,,
9700,1535,261,74,22,13,21,11,10,8,4,4,1,6,4,0,1,0,0.012355,48.250,0.000,99.091,,,
9705,1568,302,85,27,19,15,12,12,16,3,5,1,1,2,1,0,4,0.012912,48.265,0.000,99.091,,,
9710,1522,290,74,28,16,22,11,16,11,9,5,2,2,1,0,0,0,0.012733,48.275,0.000,99.097,,,
9715,1572,246,71,29,10,17,9,15,12,8,3,2,2,1,2,0,0,0.012326,48.275,0.000,99.091,,,
9720,1661,299,79,25,17,20,8,9,6,6,6,3,0,2,1,0,0,0.013271,48.315,0.000,99.109,,,
9725,1704,258,61,19,14,11,5,11,14,2,2,1,1,3,0,2,3,0.012988,48.325,0.000,99.103,,,
9730,1583,263,65,22,15,20,9,12,14,5,10,1,4,3,3,1,1,0.012511,48.325,0.000,99.097,,,
9735,1554,307,56,22,20,18,14,14,13,4,2,2,4,2,1,2,0,0.012662,48.350,0.000,99.097,,,
9740,1569,253,58,29,11,18,10,14,12,5,5,2,0,1,1,1,0,0.012291,48.350,0.000,99.103,,,
9745,1599,287,60,25,10,15,6,10,11,5,5,2,2,4,2,2,1,0.012688,48.370,0.000,99.091,,,
9750,1572,290,64,29,12,19,20,18,9,10,3,4,4,2,3,0,0,0.012990,48.400,0.000,99.097,,,
9755,1563,272,72,17,21,21,7,22,11,7,2,3,1,1,1,0,0,0.012437,48.400,0.000,99.109,,,
9760,1592,271,61,22,16,18,10,20,14,4,6,1,6,1,1,2,0,0.012704,48.425,0.000,99.097,,,
9765,1542,294,68,28,14,16,4,17,9,5,4,2,3,2,0,1,1,0.012526,48.425,0.000,99.103,,,
9770,1587,275,66,26,7,15,13,14,14,8,5,6,4,0,0,1,2,0.012832,48.435,0.000,99.091,,,
9775,1542,279,61,26,18,16,8,22,8,8,7,1,2,1,0,2,1,0.012461,48.475,0.000,99.103,,,
9780,1536,291,63,22,15,16,12,17,16,7,6,4,4,3,0,0,1,0.012743,48.475,0.000,99.103,,,
9785,1543,260,47,22,21,12,8,12,3,2,4,4,4,1,0,1,0,0.011941,48.480,0.000,99.103,,,
9790,1555,286,57,23,12,11,15,15,10,6,5,4,2,2,1,1,0,0.012381,48.490,0.000,99.097,,,
9795,1625,261,73,31,14,20,9,9,12,8,7,4,1,1,1,0,0,0.012999,48.500,0.000,99.109,,,
9800,1538,247,61,23,10,18,10,13,8,9,4,7,2,2,0,1,1,0.012148,48.510,0.000,99.116,,,
9805,1581,281,64,26,11,20,10,11,13,8,5,4,1,2,0,1,0,0.012696,48.530,0.000,99.097,,,
9810,1613,273,69,26,15,13,12,15,7,6,8,3,3,2,4,0,0,0.012809,48.550,0.000,99.103,,,
9815,1598,308,66,21,14,10,8,10,5,6,2,3,2,2,1,0,0,0.012758,48.550,0.000,99.103,,,
9820,1554,295,60,12,15,16,10,9,13,7,7,2,0,1,0,1,0,0.012380,48.570,0.000,99.103,,,
9825,1648,285,58,19,12,14,10,10,15,4,3,4,0,0,2,2,1,0.012917,48.575,0.000,99.109,,,
9830,1566,251,62,29,11,16,11,17,14,12,3,4,4,1,1,0,0,0.012354,48.595,0.000,99.116,,,
9835,1503,276,50,23,13,6,12,11,10,4,4,1,1,2,0,2,1,0.011859,48.625,0.000,99.097,,,
9840,1565,283,54,24,12,19,14,19,9,7,4,2,6,0,0,1,0,0.012557,48.625,0.000,99.091,,,
9845,1529,251,45,25,21,12,11,12,12,4,3,3,3,1,1,1,0,0.011980,48.630,0.000,99.091,,,
9850,1550,263,40,28,24,26,13,17,11,5,0,7,1,2,0,0,0,0.012248,48.650,0.000,99.097,,,
9855,1564,267,70,19,12,14,12,17,15,6,10,5,1,3,1,0,0,0.012554,48.650,0.000,99.097,,,
9860,1681,286,68,22,17,19,17,16,6,11,6,2,2,1,1,0,2,0.013463,48.660,0.000,99.109,,,
9865,1617,254,66,25,18,17,8,18,5,7,5,9,3,1,2,0,1,0.012820,48.700,0.000,99.103,,,
9870,1663,281,59,26,15,17,8,17,9,4,7,3,3,0,3,2,2,0.013210,48.700,0.000,99.109,,,
9875,1568,273,63,23,14,27,15,13,10,6,3,4,0,0,1,0,1,0.012592,48.700,0.000,99.091,,,
9880,1611,305,61,24,15,20,11,17,12,5,5,0,1,2,1,3,0,0.012974,48.710,0.000,99.103,,,
9885,1576,262,78,35,16,15,9,18,9,8,0,1,1,1,1,0,1,0.012693,48.750,0.000,99.103,,,
9890,1579,262,61,24,16,19,12,15,12,5,4,3,2,4,0,1,0,0.012432,48.750,0.000,99.103,,,
9895,1537,278,74,24,21,16,9,14,6,12,4,4,3,1,1,0,0,0.012598,48.750,0.000,99.097,,,
9900,1498,272,56,25,14,13,15,12,11,5,4,3,5,1,0,0,1,0.012059,48.750,0.000,99.103,,,
9905,1525,226,66,22,6,22,7,12,11,8,3,1,2,1,1,0,1,0.011786,48.760,0.000,99.097,,,
9910,1611,255,67,22,16,16,12,12,9,7,5,2,3,3,0,0,0,0.012739,48.775,0.000,99.103,,,
9915,1556,239,60,26,22,13,13,20,13,10,0,4,1,2,1,2,0,0.012353,48.775,0.000,99.097,,,
9920,1584,318,60,19,15,11,9,9,6,8,5,4,0,2,1,3,0,0.012781,48.775,0.000,99.103,,,
9925,1553,277,58,27,11,22,12,12,11,4,4,4,2,0,0,2,0,0.012532,48.785,0.000,99.103,,,
9930,1600,252,64,28,15,26,11,17,5,8,8,0,2,5,1,0,1,0.012621,48.825,0.000,99.109,,,
9935,1585,257,54,27,12,18,6,15,8,5,6,5,1,2,0,1,1,0.012461,48.825,0.000,99.109,,,
9940,1583,266,62,27,20,21,13,14,13,2,2,5,0,2,1,0,0,0.012689,48.825,0.000,99.109,,,
9945,1609,267,65,23,14,16,14,15,8,2,6,1,0,1,1,0,0,0.012547,48.825,0.000,99.116,,,
9950,1578,288,64,17,11,14,13,14,10,7,4,1,1,4,3,0,0,0.012688,48.830,0.000,99.097,,,
9955,1562,306,53,25,23,21,13,19,11,9,4,2,3,1,0,0,0,0.012823,48.850,0.000,99.109,,,
9960,1495,239,71,32,14,18,11,15,11,6,6,6,1,1,1,1,1,0.012051,48.850,0.000,99.103,,,
9965,1581,294,61,29,30,23,7,24,8,4,1,2,3,2,1,0,0,0.012971,48.850,0.000,99.103,,,
9970,1550,261,56,22,12,19,11,17,15,6,3,1,2,0,2,1,0,0.012233,48.850,0.000,99.103,,,
9975,1560,237,59,24,11,19,6,17,14,8,3,3,3,4,0,0,0,0.012092,48.850,0.000,99.122,,,
9980,1592,293,67,31,10,20,19,10,13,5,3,2,3,4,1,2,0,0.012866,48.900,0.000,99.116,,,
9985,1580,279,50,33,10,8,10,7,17,9,5,1,5,2,0,1,0,0.012459,48.900,0.000,99.097,,,
9990,1553,263,51,22,13,23,14,13,10,7,3,7,2,1,0,3,0,0.012371,48.900,0.000,99.109,,,
9995,1616,255,54,27,15,10,9,10,9,8,3,1,3,1,0,1,1,0.012496,48.905,0.000,99.116,,,
10000,1571,258,56,26,19,22,11,13,11,4,6,2,1,1,2,0,0,0.012641,48.920,0.000,99.097,,,
10005,1575,282,64,25,12,22,9,18,14,8,4,1,3,0,1,1,0,0.012630,48.925,0.000,99.097,,,
10010,1585,293,58,28,16,12,8,19,11,4,4,2,2,1,0,1,0,0.012680,48.925,0.000,99.109,,,
10015,1515,246,72,25,11,22,15,13,13,9,3,2,3,2,0,0,0,0.012036,48.935,0.000,99.109,,,
10020,1615,282,65,18,16,19,6,11,14,8,5,6,2,2,0,4,0,0.013003,48.975,0.000,99.109,,,
10025,1553,264,53,28,14,14,7,11,13,7,4,4,1,1,0,0,0,0.012205,48.975,0.000,99.097,,,
10030,1583,270,70,25,12,9,16,12,10,6,2,3,2,2,0,0,0,0.012430,48.975,0.000,99.109,,,
10035,1582,258,58,23,9,13,8,11,13,7,7,0,2,1,1,1,0,0.012351,48.980,0.000,99.103,,,
10040,1592,281,48,31,18,11,15,17,11,6,5,2,2,1,0,0,0,0.012495,48.990,0.000,99.091,,,
10045,1590,283,60,30,11,18,6,13,8,5,2,2,6,1,0,2,0,0.012704,49.000,0.000,99.116,,,
10050,1590,287,69,27,10,5,21,16,9,5,7,0,1,1,0,0,0,0.012593,49.000,0.000,99.109,,,
10055,1604,263,65,23,7,16,9,11,8,7,6,5,4,1,0,0,0,0.012517,49.031,0.000,99.116,,,
10060,1606,261,65,16,16,10,22,16,8,3,2,0,4,2,1,3,0,0.012644,49.051,0.000,99.122,,,
10065,1620,259,66,27,18,25,14,22,5,5,10,3,3,0,0,0,0,0.012960,49.051,0.000,99.103,,,
10070,1517,260,61,27,10,14,9,15,8,10,5,5,1,1,1,0,0,0.012123,49.051,0.000,99.103,,,
10075,1655,255,57,17,11,17,11,19,9,5,1,4,4,0,1,0,0,0.012672,49.056,0.000,99.122,,,
10080,1594,267,60,18,18,21,9,13,10,9,5,2,5,2,0,0,1,0.012461,49.072,0.000,99.122,,,
10085,1619,259,64,22,9,17,10,10,13,4,5,2,3,0,0,1,0,0.012558,49.077,0.000,99.097,,,
10090,1547,261,54,26,11,9,11,17,15,10,4,2,2,2,1,0,0,0.012147,49.087,0.000,99.103,,,
10095,1536,240,75,24,7,21,6,12,13,5,6,3,2,4,2,1,0,0.012219,49.118,0.000,99.116,,,
10100,1648,228,58,24,18,17,14,15,14,14,1,2,4,2,0,2,0,0.012751,49.128,0.000,99.116,,,
10105,1714,260,69,25,7,13,9,12,8,9,5,2,0,1,1,2,0,0.013177,49.128,0.000,99.097,,,
10110,1589,273,66,24,12,25,7,15,10,5,5,4,4,0,1,0,0,0.012641,49.128,0.000,99.109,,,
10115,1577,243,59,19,10,13,8,14,15,7,6,2,2,0,0,2,1,0.012188,49.154,0.000,99.116,,,
10120,1478,262,53,27,13,16,9,8,10,5,4,2,3,2,2,0,0,0.011739,49.154,0.000,99.122,,,
10125,1586,253,59,29,14,12,11,17,4,7,3,2,4,0,2,0,0,0.012458,49.149,0.000,99.103,,,
10130,1566,288,64,19,12,18,10,15,10,8,5,2,1,2,1,0,0,0.012491,49.154,0.000,99.116,,,
10135,1573,259,80,19,14,11,4,13,7,7,3,3,2,0,0,0,0,0.012314,49.164,0.000,99.122,,,
10140,1586,261,76,19,13,16,16,13,10,9,2,4,0,2,0,2,0,0.012451,49.205,0.000,99.116,,,
10145,1536,277,65,24,8,18,8,21,7,3,2,4,2,0,0,1,1,0.012249,49.205,0.000,99.116,,,
10150,1543,276,60,25,17,18,8,16,10,6,4,2,5,2,1,1,0,0.012248,49.205,0.000,99.116,,,
10155,1597,255,58,26,13,11,10,15,9,6,6,1,2,0,1,0,1,0.012471,49.210,0.000,99.122,,,
10160,1656,269,69,17,13,16,11,17,18,2,5,7,1,1,0,0,1,0.012822,49.231,0.000,99.116,,,
10165,1596,269,68,21,14,14,9,11,16,5,7,2,3,1,0,0,0,0.012603,49.231,0.000,99.109,,,
10170,1486,225,60,15,11,8,13,15,13,8,4,1,2,2,0,1,3,0.011457,49.231,0.000,99.122,,,
10175,1555,244,60,31,9,12,13,19,8,5,9,3,2,1,1,0,1,0.012157,49.231,0.000,99.109,,,
10180,1661,258,76,19,12,14,9,11,7,1,3,6,3,0,0,1,0,0.012752,49.241,0.000,99.116,,,
10185,1615,281,57,28,12,17,12,13,16,5,2,3,3,4,1,0,0,0.012799,49.282,0.000,99.103,,,
10190,1453,250,65,13,16,9,9,13,9,6,6,3,2,2,0,2,0,0.011588,49.282,0.000,99.116,,,
10195,1586,245,65,24,15,14,11,15,13,9,4,2,1,2,0,1,1,0.012212,49.282,0.000,99.103,,,
10200,1610,263,83,18,17,15,14,15,12,5,5,1,0,1,1,0,0,0.012797,49.282,0.000,99.116,,,
10205,1613,265,71,27,10,23,6,11,15,7,2,1,0,4,0,0,0,0.012748,49.282,0.000,99.122,,,
10210,1649,292,65,15,15,21,7,23,12,9,4,5,1,0,1,1,0,0.013085,49.282,0.000,99.109,,,
10215,1612,278,60,20,12,17,7,12,14,3,4,1,1,0,1,0,0,0.012621,49.297,0.000,99.122,,,
10220,1615,262,69,18,11,13,15,15,7,6,6,1,3,0,0,1,0,0.012391,49.308,0.000,99.122,,,
10225,1551,271,60,16,11,15,10,15,5,9,4,5,7,2,3,1,2,0.012323,49.308,0.000,99.116,,,
10230,1709,269,45,25,9,16,11,13,11,3,8,3,2,1,2,2,0,0.013067,49.308,0.000,99.116,,,
10235,1561,230,52,23,8,11,16,15,7,6,5,4,5,2,1,0,0,0.012042,49.338,0.000,99.122,,,
10240,1694,262,55,26,21,13,16,24,11,8,5,0,3,3,1,3,0,0.013196,49.359,0.000,99.116,,,
10245,1544,295,54,23,18,14,10,14,12,8,6,2,1,0,0,2,1,0.012435,49.359,0.000,99.109,,,
10250,1479,255,55,22,15,12,11,24,15,11,2,2,1,1,2,1,2,0.011776,49.359,0.000,99.116,,,
10255,1575,265,53,27,16,15,10,19,11,7,5,1,0,5,3,1,2,0.012512,49.364,0.000,99.103,,,
10260,1635,265,69,24,11,11,13,20,13,6,5,1,1,0,2,2,2,0.012882,49.385,0.000,99.122,,,
10265,1531,238,63,15,14,17,14,11,17,5,2,0,0,1,2,0,1,0.011903,49.385,0.000,99.116,,,
10270,1583,257,62,25,20,19,6,13,14,9,5,3,3,1,0,1,0,0.012462,49.385,0.000,99.122,,,
10275,1546,249,59,16,13,18,17,10,11,5,2,5,2,0,2,0,0,0.012005,49.385,0.000,99.122,,,
10280,1546,227,61,25,9,21,14,15,9,5,3,2,1,1,1,0,1,0.011726,49.436,0.000,99.122,,,
10285,1630,251,58,28,9,14,15,10,18,4,4,2,2,2,0,0,1,0.012602,49.436,0.000,99.116,,,
10290,1617,247,64,28,17,12,9,19,5,11,3,0,2,1,0,1,1,0.012557,49.436,0.000,99.103,,,
10295,1596,307,67,27,11,22,8,9,14,7,1,3,2,2,0,0,0,0.012905,49.436,0.000,99.122,,,
10300,1414,241,52,20,10,13,9,20,10,2,7,0,1,1,3,0,0,0.011089,49.467,0.000,99.109,,,
10305,1549,259,49,22,14,16,13,22,13,11,3,6,1,4,0,0,0,0.012153,49.487,0.000,99.103,,,
10310,1579,245,53,26,17,13,8,10,15,3,4,1,5,1,2,3,0,0.012409,49.487,0.000,99.122,,,
10315,1581,271,60,14,19,15,14,18,11,9,3,5,1,1,0,1,0,0.012469,49.492,0.000,99.109,,,
10320,1603,271,55,20,14,15,7,10,13,7,4,4,1,0,1,0,1,0.012386,49.508,0.000,99.109,,,
10325,1601,264,54,24,11,19,18,18,17,8,5,3,5,2,0,0,0,0.012695,49.513,0.000,99.103,,,
10330,1622,268,61,27,10,21,9,15,11,8,11,6,2,0,1,1,2,0.012771,49.513,0.000,99.116,,,
